,eta,phi,PT,jmass,ntrk,btag,hadem,event#
0,1.031,0.894,15.91,0.0,0.0,0.0,0.0,3
1,-0.513,-2.346,42.64,0.0,0.0,0.0,0.0,7
2,0.922,-2.232,47.97,0.0,0.0,0.0,0.0,13
3,-0.607,2.354,65.59,0.0,0.0,0.0,0.0,15
4,-1.42,2.493,699.94,0.0,0.0,0.0,0.0,20
5,-1.31,-0.475,52.26,0.0,0.0,0.0,0.0,52
6,0.189,2.624,3308.61,0.0,0.0,0.0,0.0,61
7,0.021,0.603,2431.05,0.0,0.0,0.0,0.0,71
8,0.771,0.696,1066.02,0.0,0.0,0.0,0.0,74
9,-1.515,-1.681,149.6,0.0,0.0,0.0,0.0,75
10,0.035,0.118,109.18,0.0,0.0,0.0,0.0,76
11,-0.33,-1.5,79.01,0.0,0.0,0.0,0.0,78
12,-1.104,0.763,1794.03,0.0,0.0,0.0,0.0,84
13,-1.487,-2.295,384.72,0.0,0.0,0.0,0.0,91
14,-0.612,-2.347,29.77,0.0,0.0,0.0,0.0,92
15,-0.431,2.095,771.68,0.0,0.0,0.0,0.0,95
16,0.236,-0.676,387.13,0.0,0.0,0.0,0.0,100
17,0.218,-2.516,844.96,0.0,0.0,0.0,0.0,103
18,0.006,-2.337,4132.13,0.0,0.0,0.0,0.0,106
19,0.189,0.806,2899.86,0.0,0.0,0.0,0.0,107
20,-2.117,1.236,136.01,0.0,0.0,0.0,0.0,110
21,-0.492,-0.392,88.51,0.0,0.0,0.0,0.0,110
22,0.89,-0.274,1796.71,0.0,0.0,0.0,0.0,128
23,-0.567,-1.537,15.6,0.0,0.0,0.0,0.0,133
24,-0.139,1.588,72.0,0.0,0.0,0.0,0.0,145
25,0.383,-1.457,1045.48,0.0,0.0,0.0,0.0,156
26,0.14,1.307,24.59,0.0,0.0,0.0,0.0,160
27,0.453,0.562,13.29,0.0,0.0,0.0,0.0,160
28,0.115,2.465,79.12,0.0,0.0,0.0,0.0,164
29,1.429,1.133,291.26,0.0,0.0,0.0,0.0,165
30,-0.396,2.749,1465.44,0.0,0.0,0.0,0.0,191
31,-1.661,-1.72,1045.71,0.0,0.0,0.0,0.0,197
32,-0.89,-0.279,1364.96,0.0,0.0,0.0,0.0,207
33,0.821,1.598,1132.42,0.0,0.0,0.0,0.0,254
34,-0.799,0.704,53.42,0.0,0.0,0.0,0.0,261
35,-1.428,3.11,507.5,0.0,0.0,0.0,0.0,283
36,0.994,-2.954,330.85,0.0,0.0,0.0,0.0,284
37,-0.01,-1.168,458.75,0.0,0.0,0.0,0.0,285
38,-1.577,2.667,65.27,0.0,0.0,0.0,0.0,287
