,eta,phi,PT,jmass,ntrk,btag,hadem
0,-0.57,-2.207,2216.98,104.33,31.0,0.0,0.03
1,0.838,0.726,1883.36,138.46,37.0,0.0,1.81
2,-0.33,2.344,1756.15,150.52,33.0,0.0,0.2
3,0.985,-0.24,985.19,75.03,40.0,0.0,0.22
4,0.835,-0.723,674.24,48.7,31.0,0.0,1.83
5,-0.811,3.126,447.59,52.23,16.0,0.0,0.03
6,-1.757,0.062,139.11,27.98,5.0,1.0,1.34
7,-1.051,-0.314,104.8,9.13,3.0,0.0,0.02
8,0.17,2.726,94.15,10.24,9.0,0.0,0.0
9,0.515,0.3,73.53,12.95,19.0,0.0,0.33
10,-0.604,-1.718,49.84,7.59,22.0,0.0,1.72
11,-0.267,0.176,30.7,6.69,6.0,0.0,0.0
12,-0.825,2.663,24.16,2.15,21.0,0.0,1.54
13,-0.48,-1.071,3870.42,132.68,10.0,0.0,10.51
14,0.847,1.925,1947.56,67.65,26.0,1.0,0.61
15,-0.419,1.952,1398.71,175.7,29.0,1.0,0.39
16,1.379,2.907,750.03,45.41,18.0,0.0,0.12
17,0.081,2.549,202.37,14.11,13.0,0.0,0.6
18,-0.011,-1.277,40.13,7.23,12.0,0.0,0.0
19,0.347,1.09,36.96,4.51,5.0,0.0,6.31
20,-0.009,-0.203,4718.03,210.8,28.0,0.0,0.02
21,0.089,2.119,1437.3,114.2,37.0,0.0,3.94
22,-0.035,0.401,275.49,35.36,26.0,0.0,0.46
23,-0.398,1.781,22.86,4.42,15.0,0.0,1.78
24,0.083,0.738,2462.08,0.0,0.0,0.0,999.9
25,0.62,1.615,1286.77,31.47,3.0,0.0,187.55
26,-0.029,2.653,1023.09,41.64,10.0,0.0,26.52
27,1.285,-0.845,996.98,18.2,9.0,1.0,0.44
28,-2.095,2.963,718.57,94.76,24.0,0.0,0.92
29,-0.466,-0.96,620.26,100.39,34.0,1.0,0.58
30,-0.581,-0.575,230.31,5.13,24.0,0.0,0.0
31,1.254,2.072,40.71,8.4,11.0,0.0,1.36
32,0.328,-1.8,2904.13,57.78,1.0,0.0,999.9
33,-0.988,1.306,1827.03,40.34,14.0,1.0,0.36
34,-0.108,0.781,920.31,69.08,16.0,1.0,0.47
35,0.304,2.646,615.14,49.4,11.0,0.0,0.49
36,-0.306,1.742,468.35,28.05,10.0,0.0,999.9
37,-0.314,2.437,52.42,9.57,7.0,0.0,999.9
38,1.296,-1.62,25.21,4.49,5.0,0.0,0.82
39,-0.222,1.175,2879.84,332.57,49.0,0.0,1.72
40,0.858,1.846,1347.05,86.12,31.0,1.0,0.07
41,-0.835,-1.296,697.72,68.89,11.0,0.0,1.91
42,1.103,-1.037,190.93,11.45,18.0,0.0,0.65
43,0.367,2.067,42.5,7.4,16.0,0.0,0.7
44,1.36,2.649,1035.5,57.82,10.0,0.0,0.22
45,-1.169,0.066,996.89,84.95,40.0,0.0,1.11
46,-1.346,-1.281,943.78,46.85,15.0,0.0,10.33
47,1.582,-2.831,112.68,17.95,16.0,0.0,0.07
48,-0.63,0.146,25.06,4.42,21.0,0.0,0.77
49,-1.661,0.954,23.94,4.81,6.0,0.0,4.43
50,0.522,0.429,2203.2,112.03,20.0,0.0,0.64
51,-0.864,-1.621,2023.1,105.35,19.0,0.0,1.12
52,1.084,2.683,1701.95,53.7,17.0,0.0,1.26
53,0.59,2.288,535.29,22.44,14.0,0.0,0.82
54,-2.471,-0.593,463.27,-0.0,0.0,0.0,999.9
55,2.138,2.622,23.42,3.49,4.0,0.0,1.25
56,0.58,2.828,2638.24,117.0,21.0,1.0,0.45
57,-0.011,-0.179,1831.3,27.43,18.0,0.0,0.0
58,-0.144,-2.486,1565.64,77.25,21.0,0.0,0.22
59,-0.197,2.395,1451.98,132.54,50.0,0.0,0.11
60,-0.762,0.684,526.67,27.09,12.0,0.0,0.42
61,-0.222,-3.117,28.04,3.89,4.0,0.0,0.63
62,0.258,-2.599,26.78,3.05,19.0,0.0,0.66
63,-1.218,2.423,2575.16,-0.0,2.0,0.0,999.9
64,0.229,-0.236,1724.52,95.7,39.0,0.0,10.25
65,0.326,3.042,1449.24,-0.0,0.0,0.0,999.9
66,1.371,-1.162,1004.41,77.9,30.0,0.0,0.6
67,-0.191,-0.155,881.86,89.23,47.0,1.0,0.07
68,1.81,-1.413,273.66,21.04,18.0,0.0,0.2
69,0.485,-0.867,43.89,5.61,7.0,0.0,0.0
70,-0.613,-0.31,43.79,3.36,22.0,0.0,0.0
71,1.565,0.042,41.89,6.55,11.0,0.0,0.47
72,1.126,1.047,32.75,7.06,9.0,0.0,0.78
73,0.562,0.41,22.77,4.13,12.0,0.0,0.0
