,eta,phi,PT,jmass,ntrk,btag,hadem
0,0.991,0.397,210.94,30.66,-1.0,0.0,1.23
1,0.803,1.709,1035.86,44.84,1.0,0.0,0.63
2,-0.176,0.464,247.86,5.77,1.0,0.0,999.9
3,-0.202,-2.842,383.06,65.81,1.0,0.0,2.29
4,0.891,-0.364,951.64,56.13,1.0,0.0,0.04
5,-1.46,-0.67,870.56,195.71,-1.0,0.0,1.21
6,0.822,-1.148,1527.47,320.95,1.0,0.0,0.16
7,-0.914,0.887,463.66,2.73,1.0,0.0,0.0
8,0.893,-2.07,1380.88,89.31,1.0,0.0,0.02
9,0.297,0.416,3134.19,28.11,-1.0,0.0,999.9
10,-1.074,0.915,375.64,6.59,1.0,0.0,4.34
11,-0.057,-0.318,86.17,10.39,1.0,0.0,999.9
12,-0.509,1.506,78.62,11.45,1.0,0.0,0.77
13,-1.498,3.067,1380.95,96.36,1.0,0.0,0.71
14,-1.215,1.217,760.15,15.15,1.0,0.0,999.9
15,0.873,-2.441,36.14,5.74,-1.0,0.0,0.0
16,-1.595,0.356,56.5,10.74,-1.0,0.0,0.12
17,0.674,2.822,53.51,4.51,1.0,0.0,2.5
18,0.872,0.696,944.73,28.23,-1.0,0.0,0.21
19,1.016,1.012,1554.4,64.22,1.0,0.0,0.02
20,0.692,3.078,284.19,0.47,-1.0,0.0,0.0
21,-0.222,-2.992,2428.1,0.0,1.0,0.0,999.9
22,-0.536,0.009,55.34,9.2,1.0,0.0,1.03
23,-0.718,-0.023,1219.4,110.55,1.0,0.0,0.44
24,0.157,0.695,1212.91,134.17,1.0,0.0,1.09
25,-0.218,-3.059,357.57,47.2,1.0,0.0,3.64
26,1.559,0.106,172.96,25.01,-1.0,0.0,1.77
27,-1.42,-2.703,564.9,19.48,1.0,0.0,0.0
28,-0.827,0.664,635.99,105.53,1.0,0.0,0.07
29,1.975,1.568,411.63,38.37,1.0,0.0,0.66
30,1.209,2.447,379.33,47.48,1.0,0.0,0.0
31,0.712,0.275,36.66,5.13,-1.0,0.0,0.0
32,-0.628,2.104,322.21,19.34,1.0,0.0,0.42
33,0.951,1.619,29.73,6.92,1.0,0.0,999.9
34,-0.957,0.069,369.48,64.14,1.0,0.0,0.0
35,-0.145,1.448,2283.22,198.29,-1.0,0.0,0.98
36,0.002,1.855,839.21,69.89,-1.0,0.0,0.72
37,-0.809,-2.012,233.31,42.06,-1.0,0.0,21.18
38,-1.72,-1.601,631.08,15.41,-1.0,0.0,0.0
39,1.456,-2.508,749.66,72.65,-1.0,0.0,0.22
40,0.197,2.988,949.98,67.48,-1.0,0.0,0.05
41,0.42,-2.645,1267.14,89.77,1.0,0.0,0.37
42,1.497,1.71,1331.12,27.95,-1.0,0.0,0.0
43,-1.668,1.326,361.02,26.97,1.0,0.0,8.19
44,0.463,-1.332,604.69,99.11,1.0,0.0,0.01
45,-0.947,-0.226,2335.41,129.55,1.0,0.0,0.39
46,-0.677,0.795,603.67,100.45,-1.0,0.0,0.2
47,-0.926,-0.075,62.75,12.84,-1.0,0.0,0.08
48,1.282,0.049,117.56,7.84,-1.0,0.0,0.26
49,-0.145,2.162,304.78,41.6,-1.0,0.0,3.18
50,0.203,2.43,142.82,8.1,-1.0,0.0,2.92
