,event,eta,phi,PT,jmass,ntrk,btag,hadem
68,322,0.783,0.332,1790.09,23.44,-1.0,0.0,999.9
69,322,-0.194,2.064,1530.2,187.62,-1.0,0.0,0.08
70,323,0.297,0.163,129.0,10.39,-1.0,0.0,2.56
71,326,0.223,2.841,688.99,19.15,1.0,0.0,2.41
72,333,-0.854,-2.017,1026.08,45.34,-1.0,0.0,0.27
73,333,-1.247,-1.719,185.65,1.64,-1.0,0.0,0.0
74,334,0.073,-2.266,740.15,82.5,1.0,0.0,1.16
75,337,-0.817,-1.946,559.82,56.42,1.0,0.0,0.98
76,357,0.678,-1.651,1202.23,73.02,1.0,0.0,0.18
77,370,2.548,-1.454,440.76,18.83,1.0,0.0,3.21
78,390,-1.67,-1.734,631.99,84.0,-1.0,0.0,0.9
79,392,-0.272,-0.717,1110.06,109.06,1.0,0.0,0.18
80,394,0.978,0.921,167.08,16.72,1.0,0.0,0.0
81,396,1.24,0.631,334.9,24.26,1.0,0.0,0.01
82,397,0.651,-2.693,1650.94,204.02,1.0,0.0,0.47
83,397,0.584,-2.247,30.12,5.42,1.0,0.0,999.9
84,401,0.308,0.847,1668.05,286.77,-1.0,0.0,7.71
85,402,-0.511,-2.877,307.23,28.62,1.0,0.0,0.12
86,404,-1.589,2.138,30.91,3.98,-1.0,0.0,3.11
87,409,-1.073,-1.07,403.2,28.87,-1.0,0.0,0.0
88,410,-0.82,-2.811,722.18,75.51,1.0,0.0,0.15
89,417,-0.75,-2.052,475.78,3.49,1.0,0.0,0.07
90,421,1.209,-0.727,359.25,71.96,1.0,0.0,1.49
91,422,0.726,0.27,363.84,29.92,1.0,0.0,0.88
92,422,1.145,0.32,203.5,24.1,1.0,0.0,0.12
93,422,0.967,0.747,24.99,2.92,1.0,0.0,10.04
94,425,-0.354,-1.453,408.85,17.92,1.0,0.0,0.5
95,426,0.626,-2.995,617.73,7.93,1.0,0.0,999.9
96,428,0.712,-1.265,2131.36,135.63,-1.0,0.0,0.04
97,433,-0.581,-1.569,1519.75,257.92,-1.0,0.0,0.56
98,436,-0.262,0.051,1284.64,119.35,1.0,0.0,0.63
99,443,0.823,-2.982,606.76,89.68,1.0,0.0,0.35
100,445,-0.304,0.832,581.36,0.14,-1.0,0.0,999.9
101,447,1.343,0.422,251.51,43.97,-1.0,0.0,0.45
102,447,1.678,0.803,133.51,0.0,1.0,0.0,999.9
103,451,0.384,-1.141,576.5,71.89,-1.0,0.0,0.43
104,452,1.522,1.546,660.1,40.34,-1.0,0.0,0.17
105,457,-0.45,3.111,219.37,17.85,1.0,0.0,0.0
106,458,-0.478,-1.354,385.87,13.99,-1.0,0.0,999.9
107,459,0.322,-1.957,1924.17,188.06,1.0,0.0,1.07
108,473,0.051,1.689,1944.03,104.41,1.0,0.0,0.96
109,473,1.556,-2.478,114.07,0.78,-1.0,0.0,0.0
110,474,1.598,0.132,47.63,6.73,1.0,0.0,0.94
111,477,0.044,3.055,2567.91,174.45,-1.0,0.0,0.29
112,479,-0.147,1.923,2210.89,227.21,1.0,0.0,0.36
113,482,1.927,1.499,72.31,8.67,1.0,0.0,0.27
114,491,0.545,-0.519,1735.23,275.43,1.0,0.0,0.29
115,492,-0.148,1.664,1030.59,102.36,1.0,0.0,0.17
116,492,-0.734,1.783,824.36,71.29,1.0,0.0,1.56
117,493,-0.867,-2.361,1833.5,161.33,-1.0,0.0,0.09
118,496,-1.713,-2.104,75.69,8.25,-1.0,0.0,1.2
119,503,0.37,2.919,196.42,16.35,1.0,0.0,999.9
120,509,1.018,-0.962,1182.91,96.99,-1.0,0.0,1.57
121,512,-0.634,2.884,505.01,4.25,1.0,0.0,0.0
122,512,-0.245,3.034,377.47,13.21,1.0,0.0,0.02
123,512,1.148,-0.946,198.6,16.12,1.0,0.0,0.13
124,518,0.25,2.169,102.82,0.11,-1.0,0.0,999.9
125,539,0.317,1.389,299.09,55.06,1.0,0.0,0.41
126,539,0.317,0.922,64.73,6.91,-1.0,0.0,2.17
127,547,0.614,2.215,40.44,9.5,-1.0,0.0,5.65
128,549,1.762,-1.246,28.37,3.33,-1.0,0.0,999.9
129,550,1.327,2.896,970.49,71.0,1.0,0.0,656.67
130,556,-0.354,2.934,1185.92,57.73,1.0,0.0,0.0
131,558,0.762,0.657,1804.02,147.21,1.0,0.0,1.47
132,563,-0.393,3.024,273.2,23.05,1.0,0.0,2.24
133,563,-0.532,-1.913,38.29,0.79,1.0,0.0,0.0
134,564,-0.361,-1.177,772.85,56.15,1.0,0.0,0.0
135,565,-1.407,2.175,1624.58,155.88,-1.0,0.0,0.32
136,573,0.401,-1.785,641.79,0.14,-1.0,0.0,999.9
137,573,-0.033,-1.579,383.91,0.62,-1.0,0.0,0.0
138,578,0.265,-2.088,1312.04,206.72,1.0,0.0,1.24
139,581,-0.646,1.286,2276.62,150.88,-1.0,0.0,0.14
140,588,1.873,0.728,32.8,8.42,-1.0,0.0,1.26
141,588,-0.401,2.85,32.62,6.44,-1.0,0.0,0.0
142,589,0.302,0.546,2962.1,20.57,-1.0,0.0,0.0
143,591,-0.142,0.054,857.24,23.96,-1.0,0.0,408.88
144,593,-0.711,1.131,1496.85,222.04,1.0,0.0,0.64
145,598,0.483,1.523,2384.84,113.43,-1.0,0.0,1.57
146,598,-0.529,0.05,818.45,77.81,1.0,0.0,0.3
147,605,-0.948,-1.939,1684.19,17.38,1.0,0.0,999.9
148,609,-0.767,-1.635,350.77,40.07,-1.0,0.0,1.61
149,611,1.35,-1.264,561.86,79.97,-1.0,0.0,0.77
150,613,1.339,1.804,595.78,29.28,1.0,0.0,0.03
151,625,-0.808,-3.012,477.41,14.98,1.0,0.0,3.25
152,635,0.831,2.035,1484.76,211.39,1.0,0.0,0.0
153,643,0.786,0.468,2615.62,7.92,1.0,0.0,0.0
154,646,-0.289,0.877,682.32,56.55,1.0,0.0,0.2
155,646,0.053,1.195,232.12,12.73,1.0,0.0,26.13
156,652,-0.434,-0.038,23.08,5.37,1.0,0.0,999.9
157,655,-1.74,-0.735,101.41,9.89,1.0,0.0,1.21
158,664,0.7,1.604,132.51,4.07,1.0,0.0,0.0
159,666,0.37,0.802,342.0,17.6,-1.0,0.0,0.04
160,667,0.485,2.8,102.12,11.8,-1.0,0.0,0.58
161,671,-0.315,-1.296,2233.03,94.48,1.0,0.0,0.1
162,671,-1.028,1.344,682.88,54.24,1.0,0.0,3.25
163,672,-0.094,-0.447,649.22,126.11,-1.0,0.0,0.29
164,674,-1.226,-2.498,994.67,5.45,-1.0,0.0,0.0
165,674,1.073,1.958,870.44,130.15,-1.0,0.0,0.45
166,676,-0.194,-1.091,858.3,88.33,-1.0,0.0,1.71
167,680,0.637,-2.785,984.09,114.84,1.0,0.0,0.16
168,680,-1.038,0.634,48.97,0.11,-1.0,0.0,999.9
169,685,-0.65,2.987,781.28,61.97,-1.0,0.0,0.13
170,694,-0.121,0.012,264.66,16.31,-1.0,0.0,0.72
171,697,0.372,1.921,688.54,153.75,-1.0,0.0,1.27
172,700,0.523,-1.384,892.39,139.03,-1.0,0.0,2.17
173,700,0.811,-0.94,329.3,3.74,-1.0,0.0,0.0
174,708,0.517,0.861,1385.51,73.62,1.0,0.0,0.09
175,711,0.943,1.976,56.37,10.37,1.0,0.0,1.96
176,716,-1.151,2.054,717.89,150.61,-1.0,0.0,0.5
177,719,0.605,-0.532,104.72,15.87,-1.0,0.0,0.93
178,721,1.254,-0.406,247.93,20.1,-1.0,0.0,0.0
179,725,1.01,2.923,245.51,2.53,-1.0,0.0,0.0
180,730,-0.507,1.585,838.13,85.93,1.0,0.0,0.0
181,731,0.311,0.064,366.96,47.48,-1.0,0.0,0.76
182,732,-0.718,0.132,2844.77,34.37,-1.0,0.0,0.0
183,735,0.863,-0.471,1024.79,110.52,-1.0,0.0,0.55
184,735,1.144,-0.076,43.4,3.65,-1.0,0.0,0.0
185,741,0.597,1.481,871.17,0.14,-1.0,0.0,999.9
186,741,-0.619,-0.539,794.71,102.08,1.0,0.0,0.32
187,762,0.182,0.263,2445.8,138.42,1.0,0.0,0.17
188,762,0.646,2.888,1020.95,118.64,1.0,0.0,0.22
189,773,1.074,0.222,720.53,11.64,-1.0,0.0,0.12
190,775,0.012,2.919,1174.81,111.9,1.0,0.0,3.69
191,782,0.789,0.656,2407.06,13.45,-1.0,0.0,0.0
192,782,-0.17,1.873,73.31,9.64,1.0,0.0,0.65
193,792,0.498,1.698,1084.78,71.98,-1.0,0.0,0.05
194,793,0.358,1.502,1407.5,102.41,1.0,0.0,0.28
195,800,0.586,-2.78,1610.97,111.86,-1.0,0.0,0.1
196,801,-0.663,-0.368,1185.7,223.89,1.0,0.0,1.84
197,805,-1.623,-1.372,227.51,27.8,1.0,0.0,1.4
198,808,-0.605,1.973,1400.01,199.63,-1.0,0.0,0.59
199,809,0.681,1.953,780.5,75.61,1.0,0.0,0.83
200,809,0.057,-0.782,72.04,1.14,-1.0,0.0,0.0
201,809,0.932,-2.638,30.27,1.84,1.0,0.0,999.9
202,814,1.281,-1.858,34.36,4.83,-1.0,0.0,0.83
203,818,-1.026,2.29,528.32,0.9,1.0,0.0,999.9
204,831,1.653,2.895,28.48,4.32,-1.0,0.0,0.29
205,839,-0.473,0.083,66.87,9.63,1.0,0.0,0.61
206,843,0.361,-2.201,1511.35,29.49,1.0,0.0,4.18
207,846,-0.09,0.501,32.37,7.28,-1.0,0.0,3.4
208,853,0.856,2.412,827.81,124.24,-1.0,0.0,32.09
209,853,0.679,-0.507,398.4,23.02,-1.0,0.0,0.08
210,853,-0.098,-0.404,390.31,26.35,-1.0,0.0,0.61
211,854,-0.787,-1.926,23.3,1.94,1.0,0.0,999.9
212,856,-0.722,1.047,1054.24,54.4,-1.0,0.0,0.0
213,858,-0.213,-2.835,873.27,0.66,1.0,0.0,0.0
214,861,0.242,-2.734,637.59,15.6,1.0,0.0,0.61
215,862,-0.237,-1.734,3290.15,127.91,-1.0,0.0,0.14
216,864,0.269,-2.935,385.76,51.17,1.0,0.0,0.31
217,866,0.026,0.315,1348.7,44.7,1.0,0.0,3.7
218,866,0.15,3.057,1255.53,1.66,-1.0,0.0,999.9
219,874,0.583,-1.742,659.9,55.93,1.0,0.0,0.28
220,876,0.517,1.008,3198.85,139.92,-1.0,0.0,0.03
221,878,1.592,0.191,55.1,6.08,-1.0,0.0,1.0
222,880,0.386,1.251,29.31,4.68,-1.0,0.0,2.6
223,885,1.245,1.158,28.6,3.28,1.0,0.0,2.58
224,888,0.223,-2.985,33.2,3.45,-1.0,0.0,0.0
225,889,-0.82,3.12,1121.77,48.52,1.0,0.0,0.01
226,895,-0.523,-1.76,2773.24,18.15,1.0,0.0,999.9
227,897,-1.347,-1.728,671.07,9.85,-1.0,0.0,0.06
228,899,-0.566,-0.16,2385.81,74.86,1.0,0.0,0.02
229,906,0.76,-1.983,887.8,59.67,-1.0,0.0,0.1
230,906,-0.707,0.615,274.71,36.86,-1.0,0.0,0.13
231,916,1.668,-2.529,25.58,2.03,1.0,0.0,0.0
232,919,-0.013,-2.697,1313.08,130.75,1.0,0.0,0.4
233,929,-0.363,0.092,1085.22,181.56,-1.0,0.0,3.09
234,933,0.129,1.182,1810.42,415.39,1.0,0.0,0.67
235,933,0.415,1.526,124.04,16.93,1.0,0.0,2.63
236,944,-1.066,0.328,585.46,3.67,1.0,0.0,0.0
237,956,-2.715,-1.304,26.23,6.02,1.0,0.0,2.01
238,958,0.003,1.729,627.29,33.54,1.0,0.0,0.46
239,961,0.447,0.941,110.11,21.97,1.0,0.0,2.8
240,968,-1.237,-2.667,1073.04,74.98,1.0,0.0,0.07
241,969,1.116,0.58,789.15,95.09,-1.0,0.0,8.45
242,974,-0.202,0.271,160.91,20.92,1.0,0.0,1.18
243,976,1.636,-2.982,123.72,9.43,-1.0,0.0,1.5
244,976,1.0,2.423,120.96,25.53,1.0,0.0,0.12
245,986,0.046,1.251,788.87,142.9,-1.0,0.0,1.31
246,992,0.425,2.526,1935.94,107.47,1.0,0.0,0.76
247,996,1.171,2.869,431.44,35.1,-1.0,0.0,0.42
248,997,1.119,-2.477,433.14,30.84,1.0,0.0,2.88
249,999,-1.955,-1.831,489.33,17.99,-1.0,0.0,8.41
250,1009,-0.882,1.506,1351.79,66.42,1.0,0.0,0.01
251,1013,-1.356,1.017,294.3,11.63,-1.0,0.0,999.9
252,1013,-0.029,2.617,235.2,9.5,1.0,0.0,0.0
253,1017,-0.446,-1.986,3336.5,1.34,1.0,0.0,999.9
254,1018,1.824,-0.603,55.72,6.04,1.0,0.0,2.04
255,1019,0.042,3.028,2514.69,156.96,1.0,0.0,0.29
256,1022,0.808,1.387,225.07,42.43,-1.0,0.0,0.06
257,1026,-0.732,-3.097,1322.41,36.55,1.0,0.0,2.2
258,1032,-0.026,0.009,1086.03,36.38,-1.0,0.0,0.55
259,1034,0.716,1.605,114.94,3.02,-1.0,0.0,0.0
260,1035,0.147,-2.958,656.52,39.73,-1.0,0.0,0.54
261,1042,-1.121,0.372,124.2,3.44,1.0,0.0,0.04
262,1043,0.608,1.237,1744.67,229.41,1.0,0.0,0.42
263,1047,0.61,2.572,868.77,116.23,1.0,0.0,4.01
264,1047,-1.357,-1.573,90.4,10.07,-1.0,0.0,0.11
265,1053,1.286,-0.279,1301.29,82.23,1.0,0.0,0.08
266,1053,0.998,0.167,528.61,70.57,1.0,0.0,3.18
267,1053,1.337,0.417,248.8,16.57,1.0,0.0,1.31
268,1055,-0.739,-0.5,1181.45,54.01,-1.0,0.0,0.01
269,1055,1.079,2.743,172.83,1.3,-1.0,0.0,0.0
270,1058,-1.337,0.092,47.86,7.04,1.0,0.0,1.94
271,1063,0.58,-0.844,2936.59,44.76,-1.0,0.0,0.0
272,1066,0.347,-0.085,1129.09,71.65,1.0,0.0,0.13
273,1067,0.299,-0.199,950.19,17.45,-1.0,0.0,3.14
274,1074,0.739,-3.0,1671.61,96.46,1.0,0.0,0.69
275,1074,-0.562,1.286,1401.51,95.95,1.0,0.0,0.5
276,1076,0.103,0.02,2927.93,109.44,1.0,0.0,0.53
277,1076,-1.248,-1.635,35.72,5.36,-1.0,0.0,0.0
278,1078,1.423,-1.696,69.6,0.63,-1.0,0.0,0.0
279,1079,1.648,2.478,1204.75,21.65,1.0,0.0,0.0
280,1079,-1.68,0.741,39.13,5.46,-1.0,0.0,4.09
281,1082,0.158,-0.434,81.05,5.45,1.0,0.0,0.0
282,1084,-0.184,1.013,1970.17,73.81,1.0,0.0,3.2
283,1091,-0.341,-1.983,917.49,94.11,1.0,0.0,0.55
284,1096,0.755,-0.41,737.38,44.69,-1.0,0.0,0.02
285,1105,-0.812,0.479,1608.86,46.33,-1.0,0.0,0.0
286,1106,0.314,-1.56,274.75,25.05,-1.0,0.0,1.43
287,1111,-0.983,1.687,35.21,6.53,1.0,0.0,11.5
288,1115,-0.341,2.179,563.14,6.23,1.0,0.0,0.0
289,1118,-1.359,2.366,77.06,12.23,-1.0,0.0,1.05
290,1119,-0.577,-1.381,129.18,0.8,1.0,0.0,0.0
291,1124,1.549,0.33,1191.72,94.86,-1.0,0.0,0.61
292,1125,-0.671,1.036,468.87,43.1,1.0,0.0,0.93
293,1128,-1.288,0.411,685.02,78.53,-1.0,0.0,1.62
294,1135,1.745,0.682,51.18,5.55,1.0,0.0,0.0
295,1137,1.047,2.046,496.51,41.39,1.0,0.0,1.12
296,1143,-0.914,1.949,24.97,2.44,-1.0,0.0,5.41
297,1145,-0.213,-2.293,2519.07,129.9,1.0,0.0,0.01
298,1145,-0.0,-2.767,112.28,13.3,1.0,0.0,0.09
299,1154,-1.047,-1.559,507.99,23.28,1.0,0.0,0.19
300,1156,1.029,-0.701,334.01,16.26,-1.0,0.0,0.18
301,1160,-0.143,0.12,173.19,7.38,-1.0,0.0,0.0
302,1164,-0.515,1.674,2814.84,440.08,-1.0,0.0,0.37
303,1182,1.896,-2.086,658.78,32.8,-1.0,0.0,0.0
304,1182,0.325,-1.973,57.64,0.15,1.0,0.0,999.9
305,1195,-0.874,1.795,996.81,89.73,1.0,0.0,0.08
306,1204,-1.634,1.462,34.14,1.18,1.0,0.0,0.0
307,1205,0.573,-0.16,889.16,57.52,-1.0,0.0,1.47
308,1207,1.182,-0.528,656.42,67.47,1.0,0.0,0.86
309,1210,-1.674,1.727,25.61,7.03,-1.0,0.0,999.9
310,1217,0.614,0.029,2603.85,30.48,1.0,0.0,0.0
311,1220,-0.368,-1.079,120.58,11.89,-1.0,0.0,0.32
312,1235,0.846,0.567,1199.37,173.93,1.0,0.0,0.56
313,1235,1.418,-0.027,478.64,62.57,1.0,0.0,0.31
314,1235,1.243,0.719,24.13,1.64,1.0,0.0,0.0
315,1241,-0.184,1.471,342.09,0.0,1.0,0.0,999.9
316,1242,1.083,-2.787,453.01,15.9,1.0,0.0,999.9
317,1246,-2.03,3.135,216.67,21.62,-1.0,0.0,0.89
318,1247,0.253,-0.654,1380.71,120.52,-1.0,0.0,2.28
319,1254,0.669,-0.323,741.65,15.32,1.0,0.0,0.08
320,1254,-0.284,2.274,365.9,0.11,-1.0,0.0,999.9
321,1257,0.244,-0.35,1847.03,349.33,-1.0,0.0,0.94
322,1261,-1.764,-2.264,161.53,14.14,-1.0,0.0,4.06
323,1262,2.033,-0.949,136.72,10.6,1.0,0.0,999.9
324,1265,1.642,-1.381,100.07,12.06,-1.0,0.0,0.89
325,1270,0.311,-0.237,566.78,24.46,-1.0,0.0,1.38
326,1270,0.462,0.175,372.17,35.55,-1.0,0.0,1.74
327,1275,1.975,0.157,244.51,24.82,-1.0,0.0,4.87
328,1277,-0.367,-1.523,175.07,6.55,1.0,0.0,2.46
329,1282,0.548,-0.738,667.8,46.33,1.0,0.0,1.1
330,1285,-1.412,0.12,474.72,13.3,1.0,0.0,0.28
331,1286,-1.335,0.286,163.09,13.71,1.0,0.0,0.0
332,1296,0.238,0.358,27.16,6.79,1.0,0.0,4.78
333,1304,0.463,-1.768,1380.19,252.02,1.0,0.0,0.41
334,1304,0.738,-1.451,48.0,8.77,1.0,0.0,0.0
335,1307,0.634,-2.72,171.95,2.3,1.0,0.0,3.55
336,1310,-1.482,-1.539,68.33,1.29,1.0,0.0,999.9
337,1310,-1.251,1.117,24.34,6.23,1.0,0.0,0.0
338,1312,-1.957,-0.992,30.75,3.96,-1.0,0.0,0.94
339,1314,-0.216,-1.898,3888.69,208.97,-1.0,0.0,0.03
340,1330,-0.169,2.855,3490.87,391.05,1.0,0.0,0.1
341,1330,-0.524,2.53,216.0,20.25,1.0,0.0,5.87
342,1335,-0.02,1.596,1876.05,67.41,1.0,0.0,1048.14
343,1338,0.625,-1.578,787.39,0.11,-1.0,0.0,999.9
344,1340,-0.033,1.046,3624.85,148.94,1.0,0.0,0.35
345,1340,-0.188,-0.142,92.14,10.87,1.0,0.0,0.0
346,1345,-0.124,-1.761,309.28,22.69,-1.0,0.0,0.07
347,1355,-1.655,2.265,260.25,1.24,1.0,0.0,0.0
348,1355,-0.295,-1.391,157.72,0.44,-1.0,0.0,0.0
349,1364,-0.21,-0.281,1909.32,252.9,-1.0,0.0,0.2
350,1364,-0.362,0.182,55.31,7.63,-1.0,0.0,999.9
351,1364,2.217,2.061,29.7,3.33,-1.0,0.0,0.18
352,1367,-1.497,-3.126,552.2,41.69,1.0,0.0,0.15
353,1368,-0.157,-2.39,840.29,51.09,1.0,0.0,4.32
354,1372,-0.294,-0.987,648.07,60.92,1.0,0.0,3.69
355,1375,-1.003,-0.215,1412.46,74.53,1.0,0.0,1.01
356,1379,-0.046,-1.293,244.4,30.47,1.0,0.0,0.31
357,1379,-0.34,-0.152,237.91,20.4,1.0,0.0,0.07
358,1387,0.011,3.043,208.51,11.15,1.0,0.0,0.0
359,1387,-0.307,2.695,155.26,13.73,1.0,0.0,0.0
360,1391,0.627,-2.279,162.64,19.71,1.0,0.0,2.99
361,1392,1.639,-0.218,24.64,4.05,-1.0,0.0,2.6
362,1397,-2.793,0.078,26.27,6.8,1.0,0.0,2.42
363,1400,0.867,-0.844,36.33,7.82,-1.0,0.0,0.53
364,1405,-0.238,-2.453,660.5,100.15,-1.0,0.0,0.0
365,1406,-0.728,2.943,2200.93,117.65,1.0,0.0,51.11
366,1408,-2.921,-2.054,31.19,5.24,1.0,0.0,3.68
367,1408,1.47,0.549,29.24,3.58,1.0,0.0,0.0
368,1411,0.54,-0.655,2094.91,39.54,-1.0,0.0,999.9
369,1417,0.887,-0.904,758.47,135.6,-1.0,0.0,0.19
370,1417,-0.823,-1.013,444.4,20.16,-1.0,0.0,4.4
371,1417,1.133,-0.567,314.91,29.57,-1.0,0.0,1.5
372,1420,1.005,-0.977,100.7,22.61,1.0,0.0,1.16
373,1421,-0.411,0.899,1954.84,85.7,-1.0,0.0,0.0
374,1424,1.534,-1.479,101.8,9.48,-1.0,0.0,1.28
375,1429,0.944,-0.786,60.8,9.45,1.0,0.0,0.0
376,1441,0.388,0.554,1527.48,7.76,1.0,0.0,0.0
377,1443,0.25,0.795,3477.08,300.68,1.0,0.0,1.57
378,1444,-0.181,0.636,592.09,83.99,1.0,0.0,0.0
379,1452,0.5,-2.789,1708.6,101.88,-1.0,0.0,0.06
380,1460,0.254,-2.98,344.92,24.1,1.0,0.0,0.11
381,1462,-1.281,1.988,1466.58,150.1,-1.0,0.0,3.65
382,1462,0.961,1.147,406.8,23.36,1.0,0.0,0.48
383,1462,0.488,1.245,54.97,2.09,1.0,0.0,0.0
384,1472,-0.129,2.721,177.1,24.88,1.0,0.0,0.26
385,1497,-0.583,-0.138,30.47,6.04,1.0,0.0,0.0
386,1509,-0.327,0.842,1844.05,268.7,-1.0,0.0,0.64
387,1509,-0.883,1.125,966.98,74.49,1.0,0.0,0.05
388,1518,0.432,1.966,779.14,29.82,-1.0,0.0,0.27
389,1527,-0.608,0.996,1190.73,76.74,1.0,0.0,1.49
390,1529,-0.411,0.409,166.17,15.13,1.0,0.0,0.51
391,1539,-0.675,-0.414,767.06,2.45,1.0,0.0,0.0
392,1540,-0.698,-2.226,1201.02,52.24,1.0,0.0,0.11
393,1542,0.105,-2.843,866.29,44.65,-1.0,0.0,0.03
394,1543,-0.458,2.005,393.15,9.56,-1.0,0.0,0.01
395,1543,-0.271,1.537,183.94,10.64,-1.0,0.0,0.34
396,1545,0.752,-2.596,616.75,19.63,1.0,0.0,39.15
397,1545,-0.567,2.47,156.52,20.9,1.0,0.0,0.28
398,1553,-0.892,0.585,1348.09,65.85,1.0,0.0,0.55
399,1557,0.744,-0.402,118.1,0.95,1.0,0.0,0.0
400,1567,0.294,-0.577,902.02,120.02,1.0,0.0,1.23
401,1569,-0.192,0.881,1073.2,34.46,-1.0,0.0,2.87
402,1570,-0.575,-1.254,778.0,5.55,1.0,0.0,0.0
403,1572,0.596,-0.39,2632.95,312.41,1.0,0.0,0.23
404,1572,0.127,-0.358,100.43,9.53,1.0,0.0,4.29
405,1578,0.827,0.772,918.26,68.18,-1.0,0.0,0.47
406,1582,0.381,0.381,465.01,1.17,-1.0,0.0,0.0
407,1593,1.022,-2.027,922.32,0.14,1.0,0.0,999.9
408,1600,0.532,3.05,1013.54,110.89,1.0,0.0,0.53
