,event,eta,phi,PT,jmass,ntrk,btag,hadem
197,1728,-1.973,-2.68,91.01,0.0,-1.0,0.0,0.0
198,1728,-1.32,0.64,56.33,0.0,1.0,0.0,0.0
199,1731,0.213,0.444,55.27,0.0,-1.0,0.0,0.0
200,1735,-1.013,-0.636,48.88,0.0,1.0,0.0,0.0
201,1741,-0.654,-2.423,52.98,0.0,-1.0,0.0,0.0
202,1767,1.247,-3.039,27.34,0.0,1.0,0.0,0.0
203,1769,-0.572,0.087,13.36,0.0,-1.0,0.0,0.0
204,1774,-0.12,1.756,31.01,0.0,-1.0,0.0,0.0
205,1783,1.196,-0.848,75.89,0.0,-1.0,0.0,0.0
206,1799,-0.021,-2.606,61.26,0.0,1.0,0.0,0.0
207,1800,0.358,-0.729,33.95,0.0,1.0,0.0,0.0
208,1808,-1.354,2.078,34.4,0.0,-1.0,0.0,0.0
209,1809,0.219,-0.493,83.07,0.0,1.0,0.0,0.0
210,1822,0.385,-1.891,89.26,0.0,1.0,0.0,0.0
211,1825,1.304,3.015,43.46,0.0,-1.0,0.0,0.0
212,1826,-0.903,2.588,127.13,0.0,-1.0,0.0,0.0
213,1832,1.866,-0.603,13.67,0.0,-1.0,0.0,0.0
214,1837,1.117,-0.709,111.01,0.0,1.0,0.0,0.0
215,1864,-0.055,-2.517,48.87,0.0,-1.0,0.0,0.0
216,1877,-0.041,0.662,53.03,0.0,1.0,0.0,0.0
217,1883,-0.844,1.901,53.9,0.0,1.0,0.0,0.0
218,1890,0.737,1.651,56.54,0.0,-1.0,0.0,0.0
219,1891,-0.328,0.766,63.73,0.0,-1.0,0.0,0.0
220,1893,1.403,-1.868,44.45,0.0,-1.0,0.0,0.0
221,1896,0.509,-1.718,27.12,0.0,-1.0,0.0,0.0
222,1897,1.052,1.934,55.91,0.0,1.0,0.0,0.0
223,1904,-2.282,0.797,70.56,0.0,1.0,0.0,0.0
224,1907,1.728,-0.176,33.9,0.0,1.0,0.0,0.0
225,1922,0.492,1.465,99.24,0.0,1.0,0.0,0.0
226,1923,1.862,-2.037,29.81,0.0,1.0,0.0,0.0
227,1936,1.571,2.921,83.73,0.0,-1.0,0.0,0.0
228,1939,1.899,0.953,41.94,0.0,-1.0,0.0,0.0
229,1966,-0.327,-1.549,66.89,0.0,-1.0,0.0,0.0
230,1970,-0.677,1.125,34.67,0.0,-1.0,0.0,0.0
231,1972,-0.063,2.28,67.75,0.0,1.0,0.0,0.0
232,1980,-0.866,-0.903,28.27,0.0,1.0,0.0,0.0
233,1982,0.011,2.233,85.67,0.0,-1.0,0.0,0.0
234,1991,-0.806,-2.272,34.08,0.0,-1.0,0.0,0.0
235,2006,-1.53,1.697,195.8,0.0,1.0,0.0,0.0
236,2017,-0.685,-0.664,96.51,0.0,1.0,0.0,0.0
237,2020,-0.514,1.438,25.05,0.0,1.0,0.0,0.0
238,2024,0.217,2.053,93.0,0.0,-1.0,0.0,0.0
239,2026,-0.332,-1.424,88.46,0.0,-1.0,0.0,0.0
240,2027,-0.455,-1.414,128.72,0.0,-1.0,0.0,0.0
241,2027,1.827,1.882,19.19,0.0,1.0,0.0,0.0
242,2040,0.447,1.584,40.42,0.0,1.0,0.0,0.0
243,2052,-0.356,1.991,42.23,0.0,-1.0,0.0,0.0
244,2062,0.744,-0.64,143.88,0.0,-1.0,0.0,0.0
245,2075,-1.73,0.285,79.75,0.0,1.0,0.0,0.0
246,2085,1.446,-1.194,61.82,0.0,-1.0,0.0,0.0
247,2088,0.715,0.773,14.96,0.0,-1.0,0.0,0.0
248,2098,-2.355,2.695,25.28,0.0,-1.0,0.0,0.0
249,2100,1.824,-1.828,81.48,0.0,1.0,0.0,0.0
250,2105,-0.645,0.904,18.5,0.0,-1.0,0.0,0.0
251,2107,-1.818,2.049,113.93,0.0,-1.0,0.0,0.0
252,2109,1.406,-2.548,71.94,0.0,1.0,0.0,0.0
253,2110,-1.545,-0.31,30.0,0.0,1.0,0.0,0.0
254,2111,-0.076,-0.723,17.91,0.0,-1.0,0.0,0.0
255,2130,-0.862,1.019,46.54,0.0,-1.0,0.0,0.0
256,2139,0.166,-2.957,70.84,0.0,1.0,0.0,0.0
257,2143,0.994,-2.145,46.59,0.0,1.0,0.0,0.0
258,2152,1.463,1.995,30.89,0.0,1.0,0.0,0.0
259,2158,-1.315,1.084,116.81,0.0,1.0,0.0,0.0
260,2164,0.36,-1.385,43.58,0.0,1.0,0.0,0.0
261,2179,0.407,0.886,26.29,0.0,-1.0,0.0,0.0
262,2189,0.641,-2.694,34.8,0.0,1.0,0.0,0.0
263,2223,-1.051,-2.316,62.06,0.0,1.0,0.0,0.0
264,2228,1.083,2.185,42.86,0.0,1.0,0.0,0.0
265,2228,0.801,1.674,36.55,0.0,-1.0,0.0,0.0
266,2241,-1.491,2.662,63.56,0.0,1.0,0.0,0.0
267,2246,-0.75,2.277,49.97,0.0,1.0,0.0,0.0
268,2257,-0.011,0.235,33.05,0.0,1.0,0.0,0.0
269,2269,1.039,1.41,24.57,0.0,1.0,0.0,0.0
270,2271,-0.768,1.945,96.96,0.0,-1.0,0.0,0.0
271,2272,-1.063,1.651,60.77,0.0,1.0,0.0,0.0
272,2278,0.183,-0.048,26.89,0.0,-1.0,0.0,0.0
273,2298,-0.502,-0.283,109.91,0.0,1.0,0.0,0.0
274,2300,0.119,1.804,49.23,0.0,-1.0,0.0,0.0
275,2300,0.557,2.212,31.28,0.0,1.0,0.0,0.0
276,2302,1.25,-2.882,34.17,0.0,-1.0,0.0,0.0
277,2303,1.104,-2.04,31.45,0.0,-1.0,0.0,0.0
278,2305,-0.385,2.087,164.91,0.0,1.0,0.0,0.0
279,2314,1.397,2.252,25.4,0.0,-1.0,0.0,0.0
280,2315,-1.076,1.983,67.54,0.0,-1.0,0.0,0.0
281,2317,0.249,-2.41,110.46,0.0,-1.0,0.0,0.0
282,2317,-1.399,0.803,100.27,0.0,1.0,0.0,0.0
283,2325,-0.156,-0.983,29.02,0.0,1.0,0.0,0.0
284,2342,2.039,0.789,57.31,0.0,-1.0,0.0,0.0
285,2344,-0.306,-2.195,53.06,0.0,-1.0,0.0,0.0
286,2349,-0.158,-2.656,39.04,0.0,1.0,0.0,0.0
287,2364,-1.1,0.535,42.33,0.0,1.0,0.0,0.0
288,2365,-1.457,0.796,70.99,0.0,1.0,0.0,0.0
289,2365,-0.908,-0.477,50.73,0.0,-1.0,0.0,0.0
290,2383,-0.102,-0.793,37.02,0.0,1.0,0.0,0.0
291,2395,1.487,0.692,56.1,0.0,1.0,0.0,0.0
292,2399,0.249,0.422,27.77,0.0,1.0,0.0,0.0
293,2403,-0.584,0.348,22.89,0.0,1.0,0.0,0.0
294,2413,-0.882,-2.178,22.42,0.0,1.0,0.0,0.0
295,2415,1.009,-0.491,47.49,0.0,1.0,0.0,0.0
296,2417,0.817,0.345,37.95,0.0,-1.0,0.0,0.0
297,2420,0.178,1.699,40.08,0.0,-1.0,0.0,0.0
298,2430,-0.51,0.17,16.9,0.0,1.0,0.0,0.0
299,2432,-1.099,0.73,16.82,0.0,-1.0,0.0,0.0
300,2450,-0.426,-1.431,66.15,0.0,1.0,0.0,0.0
301,2455,1.583,-2.127,12.91,0.0,-1.0,0.0,0.0
302,2464,0.467,2.087,38.9,0.0,-1.0,0.0,0.0
303,2465,-1.435,-0.356,81.29,0.0,-1.0,0.0,0.0
304,2474,1.273,-1.289,77.55,0.0,1.0,0.0,0.0
305,2489,0.64,1.303,58.26,0.0,-1.0,0.0,0.0
306,2493,1.357,0.095,41.52,0.0,1.0,0.0,0.0
307,2497,2.013,-1.298,46.46,0.0,-1.0,0.0,0.0
308,2500,-0.139,-1.311,84.43,0.0,-1.0,0.0,0.0
309,2501,-0.761,-2.035,61.75,0.0,-1.0,0.0,0.0
310,2504,0.831,-0.695,77.99,0.0,-1.0,0.0,0.0
311,2531,1.787,2.277,55.85,0.0,-1.0,0.0,0.0
312,2532,-0.754,-0.078,43.61,0.0,-1.0,0.0,0.0
313,2547,-1.757,0.073,14.48,0.0,1.0,0.0,0.0
