,event,eta,phi,PT,jmass,ntrk,btag,hadem
246,1486,-1.252,-0.097,192.4,0.0,-1.0,0.0,0.0
247,1487,1.41,2.493,70.49,0.0,1.0,0.0,0.0
248,1504,-1.509,-1.399,41.49,0.0,1.0,0.0,0.0
249,1510,-2.212,-2.338,42.02,0.0,-1.0,0.0,0.0
250,1533,1.568,2.159,15.19,0.0,1.0,0.0,0.0
251,1537,0.402,-1.98,118.04,0.0,-1.0,0.0,0.0
252,1542,1.128,0.271,106.99,0.0,-1.0,0.0,0.0
253,1550,-0.743,-0.626,29.74,0.0,1.0,0.0,0.0
254,1552,-0.146,1.141,433.29,0.0,-1.0,0.0,0.0
255,1552,-0.42,1.182,247.79,0.0,1.0,0.0,0.0
256,1553,-1.58,-1.614,41.22,0.0,-1.0,0.0,0.0
257,1560,0.722,1.064,107.6,0.0,-1.0,0.0,0.0
258,1564,1.739,1.281,25.43,0.0,-1.0,0.0,0.0
259,1576,2.149,2.372,22.98,0.0,-1.0,0.0,0.0
260,1579,1.657,-0.544,28.31,0.0,-1.0,0.0,0.0
261,1581,2.045,2.813,14.21,0.0,1.0,0.0,0.0
262,1586,-2.147,-2.441,53.91,0.0,-1.0,0.0,0.0
263,1595,-1.297,-1.772,276.23,0.0,-1.0,0.0,0.0
264,1599,1.388,-1.248,51.61,0.0,1.0,0.0,0.0
265,1604,-2.044,0.794,41.36,0.0,-1.0,0.0,0.0
266,1613,1.027,-0.908,77.24,0.0,-1.0,0.0,0.0
267,1616,-2.445,-2.697,35.21,0.0,1.0,0.0,0.0
268,1628,-1.277,0.873,73.55,0.0,1.0,0.0,0.0
269,1632,-1.771,2.54,17.99,0.0,1.0,0.0,0.0
270,1646,2.011,-0.563,19.59,0.0,-1.0,0.0,0.0
271,1647,-0.623,1.144,68.58,0.0,1.0,0.0,0.0
272,1658,-1.335,1.036,74.41,0.0,-1.0,0.0,0.0
273,1658,2.344,-2.507,33.25,0.0,1.0,0.0,0.0
274,1663,1.474,-0.79,31.24,0.0,-1.0,0.0,0.0
275,1696,1.736,-2.054,64.44,0.0,1.0,0.0,0.0
276,1702,-1.42,-2.073,49.31,0.0,1.0,0.0,0.0
277,1707,-0.602,-2.357,97.15,0.0,1.0,0.0,0.0
278,1720,-1.446,1.109,60.56,0.0,1.0,0.0,0.0
279,1733,-1.639,-2.435,40.09,0.0,-1.0,0.0,0.0
280,1752,0.856,-1.281,41.69,0.0,1.0,0.0,0.0
281,1753,1.361,-0.238,59.58,0.0,-1.0,0.0,0.0
282,1764,1.293,-2.009,121.84,0.0,-1.0,0.0,0.0
283,1764,1.758,-3.093,50.3,0.0,1.0,0.0,0.0
284,1767,-2.118,2.478,98.49,0.0,1.0,0.0,0.0
285,1769,2.038,-0.677,75.47,0.0,-1.0,0.0,0.0
286,1770,1.823,0.926,83.96,0.0,-1.0,0.0,0.0
287,1771,0.18,-2.938,219.06,0.0,1.0,0.0,0.0
288,1784,1.676,2.124,54.56,0.0,1.0,0.0,0.0
289,1788,1.439,-0.132,15.87,0.0,1.0,0.0,0.0
290,1791,-1.58,-0.847,38.19,0.0,1.0,0.0,0.0
291,1804,1.082,1.895,105.97,0.0,-1.0,0.0,0.0
292,1810,2.032,0.786,29.26,0.0,1.0,0.0,0.0
293,1821,-1.42,1.395,38.3,0.0,-1.0,0.0,0.0
294,1832,-1.011,-3.118,36.39,0.0,1.0,0.0,0.0
295,1834,-2.182,-0.308,22.96,0.0,-1.0,0.0,0.0
296,1842,-1.944,-0.848,31.95,0.0,-1.0,0.0,0.0
297,1848,1.437,-0.344,25.37,0.0,1.0,0.0,0.0
298,1864,-1.626,-0.489,36.84,0.0,-1.0,0.0,0.0
299,1872,-1.525,-0.324,11.76,0.0,-1.0,0.0,0.0
300,1878,-1.83,-0.565,39.37,0.0,1.0,0.0,0.0
301,1893,1.551,-2.597,20.82,0.0,1.0,0.0,0.0
302,1895,-1.414,0.635,102.64,0.0,-1.0,0.0,0.0
303,1909,0.633,1.885,118.83,0.0,-1.0,0.0,0.0
304,1926,-1.048,-1.956,56.37,0.0,1.0,0.0,0.0
305,1934,2.035,-1.126,30.28,0.0,1.0,0.0,0.0
306,1936,1.34,1.787,36.55,0.0,1.0,0.0,0.0
307,1948,1.175,2.583,136.88,0.0,1.0,0.0,0.0
308,1952,-2.471,0.173,35.3,0.0,1.0,0.0,0.0
309,1953,-1.914,1.357,39.04,0.0,1.0,0.0,0.0
310,1960,1.14,2.341,107.71,0.0,-1.0,0.0,0.0
311,1974,-1.657,-1.74,53.83,0.0,-1.0,0.0,0.0
312,1976,-0.972,0.465,147.46,0.0,-1.0,0.0,0.0
313,1979,1.09,0.027,52.56,0.0,-1.0,0.0,0.0
314,1983,-1.789,2.139,60.21,0.0,1.0,0.0,0.0
315,1994,-1.731,-1.278,74.06,0.0,-1.0,0.0,0.0
316,1997,-0.869,-0.674,68.17,0.0,1.0,0.0,0.0
317,2005,-1.492,-2.665,36.36,0.0,1.0,0.0,0.0
318,2013,-1.864,-2.057,14.92,0.0,1.0,0.0,0.0
319,2023,1.208,2.054,107.34,0.0,-1.0,0.0,0.0
320,2050,-1.119,-0.248,101.35,0.0,1.0,0.0,0.0
321,2052,1.055,2.4,141.45,0.0,-1.0,0.0,0.0
322,2056,-0.977,2.098,34.43,0.0,-1.0,0.0,0.0
323,2058,-1.118,-0.327,128.94,0.0,1.0,0.0,0.0
324,2061,1.169,2.287,149.43,0.0,1.0,0.0,0.0
325,2075,-1.31,0.047,121.82,0.0,1.0,0.0,0.0
326,2090,-0.863,0.65,122.33,0.0,-1.0,0.0,0.0
327,2102,1.349,-1.742,35.19,0.0,1.0,0.0,0.0
328,2111,-0.669,-3.007,90.78,0.0,-1.0,0.0,0.0
329,2114,1.034,-2.385,115.47,0.0,-1.0,0.0,0.0
330,2121,2.403,1.247,140.87,0.0,1.0,0.0,0.0
331,2130,-1.177,2.56,109.42,0.0,1.0,0.0,0.0
332,2148,-1.595,-0.381,22.94,0.0,1.0,0.0,0.0
