,eta,phi,PT,jmass,ntrk,btag,hadem
0,-0.735,2.88,2484.29,388.84,51.0,0.0,1.08
1,-0.109,0.17,2143.0,651.86,58.0,1.0,0.47
2,-0.213,-2.263,1895.25,450.64,50.0,0.0,0.48
3,-0.862,-1.501,1869.75,594.95,66.0,0.0,0.2
4,-0.939,1.735,1770.72,409.53,53.0,0.0,0.15
5,-0.412,0.929,1682.01,462.65,62.0,0.0,0.98
6,-0.37,-0.529,1186.6,334.17,66.0,0.0,0.53
7,-1.176,-3.114,1128.11,173.79,36.0,0.0,0.02
8,-0.065,1.424,1049.19,299.78,55.0,1.0,0.23
9,0.824,-1.474,595.7,172.15,48.0,0.0,0.41
10,-0.791,0.322,497.2,71.22,26.0,0.0,0.11
11,-1.577,1.537,402.2,72.81,14.0,0.0,0.24
12,-0.265,-3.064,399.29,34.97,34.0,0.0,0.07
13,0.256,0.695,298.2,34.62,41.0,1.0,0.06
14,0.716,-0.268,285.17,97.17,11.0,0.0,1.06
15,-1.708,0.548,195.36,14.85,8.0,0.0,1.01
16,0.823,-2.907,151.89,21.84,16.0,0.0,0.0
17,-1.994,1.065,143.39,16.12,9.0,0.0,0.83
18,-0.356,2.324,132.85,28.64,19.0,1.0,1.43
19,-1.039,1.208,108.76,7.2,48.0,1.0,0.0
20,-1.289,-1.033,106.19,17.05,16.0,0.0,3.02
21,0.585,2.157,105.7,13.96,14.0,0.0,6.25
22,-1.943,-0.03,86.83,21.29,6.0,0.0,2.12
23,1.075,-1.982,75.15,7.17,20.0,0.0,1.12
24,-1.36,2.032,66.53,1.67,16.0,0.0,0.0
25,1.29,2.18,57.31,7.97,10.0,0.0,2.83
26,1.553,-1.168,49.97,5.68,9.0,0.0,0.0
27,-1.782,-1.533,48.67,9.74,13.0,0.0,0.2
28,-1.715,-2.924,35.1,5.28,9.0,0.0,0.0
29,1.64,-2.329,27.93,3.65,1.0,0.0,17.38
30,-4.207,-0.843,26.73,8.48,0.0,0.0,1.43
31,4.543,1.504,25.97,8.01,0.0,0.0,0.84
32,0.688,2.276,2213.49,578.63,117.0,0.0,0.56
33,0.672,-0.542,1412.97,336.08,43.0,0.0,0.02
34,0.899,-1.995,1279.16,324.36,51.0,0.0,0.1
35,0.614,1.293,1088.2,334.01,71.0,0.0,0.85
36,1.265,-2.68,784.31,209.5,52.0,1.0,0.31
37,0.635,0.322,759.76,173.78,41.0,1.0,0.48
38,1.558,-0.466,603.11,171.87,43.0,0.0,0.42
39,0.82,-1.244,602.31,154.02,26.0,1.0,0.03
40,0.365,3.064,547.23,123.37,39.0,1.0,0.02
41,0.05,-0.421,517.86,98.43,38.0,1.0,0.05
42,-0.429,2.039,437.79,116.63,38.0,0.0,0.34
43,-0.282,-1.286,258.15,62.64,22.0,0.0,0.76
44,-0.368,-2.613,242.52,53.28,16.0,0.0,0.84
45,1.995,-2.805,207.35,50.09,20.0,0.0,0.61
46,1.788,-1.389,204.46,23.02,11.0,0.0,0.71
47,1.371,1.824,193.24,24.35,10.0,0.0,0.08
48,2.244,1.437,151.77,22.65,3.0,0.0,0.01
49,0.078,2.267,140.94,19.13,40.0,0.0,0.86
50,2.329,2.336,124.31,21.73,14.0,0.0,5.75
51,1.184,1.186,115.61,15.69,24.0,0.0,0.0
52,1.218,2.997,115.17,25.74,21.0,1.0,1.65
53,1.44,2.422,89.52,21.55,36.0,1.0,5.54
54,1.167,0.201,82.72,12.09,26.0,0.0,0.48
55,0.111,1.423,67.97,13.98,42.0,0.0,0.39
56,-1.271,-0.06,65.18,9.35,8.0,0.0,0.06
57,2.766,-3.105,56.05,9.45,1.0,0.0,0.2
58,-0.587,2.979,52.3,13.17,13.0,0.0,0.72
59,-0.677,-0.52,49.46,11.98,14.0,1.0,0.24
60,2.621,-0.067,42.93,7.91,1.0,0.0,0.42
61,2.478,-1.257,33.91,6.03,4.0,0.0,0.61
62,-0.719,0.9,30.6,5.51,7.0,0.0,1.04
63,1.886,0.057,26.63,3.68,16.0,0.0,2.49
64,1.243,1.315,1575.68,308.2,74.0,0.0,0.28
