,event,particle,eta,phi,PT,jmass,ntrk,btag,hadem
0,0,photon,-0.533,2.911,53.69,0.0,0.0,0.0,0.0
1,0,electron,1.162,2.567,16.76,0.0,1.0,0.0,0.0
2,0,tau,-0.425,-0.175,276.25,73.72,1.0,0.0,1.71
3,0,tau,0.901,-0.158,197.55,45.71,-1.0,0.0,1.12
4,0,jet,0.377,-1.263,873.42,260.39,55.0,0.0,0.56
5,0,jet,0.054,-3.089,543.75,118.62,23.0,1.0,0.06
6,0,jet,-0.827,-1.548,374.39,91.66,24.0,0.0,1.71
7,0,jet,-0.726,1.435,328.87,72.7,21.0,0.0,0.48
8,0,jet,-0.121,2.565,321.88,72.38,22.0,0.0,0.0
9,0,jet,0.638,3.131,301.15,63.32,17.0,1.0,0.0
10,0,jet,-1.282,0.486,290.87,89.17,14.0,1.0,0.23
11,0,jet,0.633,0.78,258.04,54.33,24.0,0.0,0.89
12,0,jet,0.001,1.359,241.24,49.74,22.0,0.0,0.6
13,0,jet,-1.377,2.115,172.16,44.49,15.0,0.0,0.05
14,0,jet,0.078,-0.506,162.21,23.58,19.0,1.0,0.45
15,0,jet,-0.432,-2.015,123.18,21.04,7.0,0.0,4.78
16,0,jet,0.456,-2.254,115.58,18.04,13.0,0.0,2.99
17,0,jet,0.396,1.835,101.93,28.33,29.0,1.0,0.52
18,0,jet,-1.07,-2.127,99.76,17.3,21.0,1.0,0.15
19,0,jet,-1.84,2.832,97.68,11.54,11.0,0.0,0.59
20,0,jet,-1.162,-1.007,93.83,11.82,8.0,0.0,12.56
21,0,jet,-0.535,-2.727,85.34,17.86,14.0,1.0,999.9
22,0,jet,-2.147,-1.331,76.46,21.0,11.0,1.0,1.58
23,0,jet,1.398,-2.069,59.88,10.75,5.0,0.0,5.28
24,0,jet,0.916,-1.54,53.66,10.39,17.0,1.0,0.28
25,0,jet,-1.735,-0.565,37.85,5.62,7.0,0.0,1.19
26,0,jet,-1.427,-1.494,33.37,3.31,10.0,0.0,0.06
27,0,jet,0.817,1.353,29.42,4.09,16.0,0.0,0.0
28,0,jet,-1.687,-2.229,25.06,3.22,7.0,1.0,0.17
29,0,jet,-0.642,0.489,22.81,4.03,13.0,0.0,0.0
30,0,MET,0.0,0.928,510.9,0.0,0.0,0.0,0.0
31,1,electron,1.209,-2.105,25.83,0.0,-1.0,0.0,0.0
32,1,tau,0.058,2.563,324.75,90.48,1.0,0.0,0.35
33,1,jet,-0.393,-2.814,870.6,218.05,56.0,0.0,0.52
34,1,jet,0.075,-0.856,444.4,137.75,34.0,0.0,0.21
35,1,jet,-0.893,-0.233,405.83,112.22,30.0,1.0,0.42
36,1,jet,-0.125,-1.806,313.49,103.62,21.0,0.0,0.89
37,1,jet,0.917,1.965,258.18,66.16,36.0,1.0,0.45
38,1,jet,-0.496,1.637,236.46,60.86,25.0,0.0,0.97
39,1,jet,-0.899,-2.258,233.27,48.47,30.0,1.0,3.2
40,1,jet,0.481,1.172,215.4,52.22,22.0,0.0,0.27
41,1,jet,-1.132,-2.892,201.95,29.67,27.0,1.0,0.45
42,1,jet,-1.626,2.648,179.06,11.72,10.0,0.0,1.36
43,1,jet,-0.033,0.328,160.17,30.9,18.0,0.0,0.69
44,1,jet,-0.307,2.172,149.12,24.01,23.0,0.0,2.57
45,1,jet,0.458,-3.004,140.27,11.44,4.0,0.0,2.77
46,1,jet,0.04,1.732,140.04,18.33,22.0,0.0,0.27
47,1,jet,0.622,-1.145,115.37,29.7,14.0,0.0,0.37
48,1,jet,-0.159,-0.269,112.03,16.6,29.0,0.0,7.83
49,1,jet,-1.135,1.622,105.47,17.76,15.0,0.0,3.0
50,1,jet,0.682,-0.122,96.89,23.13,10.0,0.0,1.03
51,1,jet,-1.567,0.168,83.08,21.85,17.0,0.0,1.31
52,1,jet,-0.994,0.89,72.87,16.19,16.0,0.0,0.0
53,1,jet,1.55,3.046,68.19,24.5,14.0,0.0,0.56
54,1,jet,-1.806,-1.418,56.15,14.54,7.0,0.0,0.11
55,1,jet,-0.773,2.583,54.76,7.36,9.0,0.0,0.0
56,1,jet,1.372,-1.428,29.67,3.55,6.0,0.0,0.0
57,1,jet,1.757,-2.416,25.27,5.43,10.0,0.0,1.61
58,1,jet,1.701,-0.009,24.79,3.04,3.0,0.0,0.0
59,1,jet,-1.607,-2.724,23.36,2.72,10.0,0.0,0.9
60,1,MET,0.0,0.184,980.3,0.0,0.0,0.0,0.0
61,2,photon,-0.417,1.772,395.48,0.0,0.0,0.0,0.0
62,2,photon,-0.144,0.647,220.44,0.0,0.0,0.0,0.0
63,2,electron,-1.454,-2.672,112.94,0.0,1.0,0.0,0.0
64,2,muon,1.908,2.069,27.69,0.11,-1.0,23.0,32.21
65,2,tau,-0.887,-0.937,232.59,13.99,1.0,0.0,0.25
66,2,tau,0.168,-2.43,92.19,1.79,1.0,0.0,999.9
67,2,tau,-0.152,2.593,67.9,17.73,-1.0,0.0,0.54
68,2,tau,-1.215,-1.625,57.77,3.53,-1.0,0.0,0.0
69,2,tau,-0.233,-1.359,27.62,0.98,1.0,0.0,0.0
70,2,jet,-0.066,-1.914,610.42,157.77,43.0,0.0,0.57
71,2,jet,-0.408,1.174,443.32,128.82,38.0,0.0,0.68
72,2,jet,0.199,-0.261,425.62,60.83,14.0,0.0,1.48
73,2,jet,0.851,-2.257,375.48,79.17,22.0,0.0,0.8
74,2,jet,-0.497,-0.473,369.95,74.1,23.0,0.0,0.24
75,2,jet,-0.912,-2.074,331.5,64.83,19.0,1.0,3.22
76,2,jet,-0.986,0.605,271.46,47.62,11.0,0.0,1.2
77,2,jet,-0.775,2.937,227.17,45.63,16.0,0.0,0.0
78,2,jet,0.632,0.305,167.88,25.03,13.0,0.0,1.06
79,2,jet,-0.189,-2.939,135.46,28.16,18.0,0.0,0.74
80,2,jet,0.319,-1.429,116.77,14.13,4.0,0.0,0.0
81,2,jet,0.268,1.465,83.72,11.85,18.0,0.0,0.16
82,2,jet,-0.072,-0.838,83.25,3.79,22.0,1.0,0.0
83,2,jet,1.055,2.736,71.76,16.78,12.0,0.0,0.26
84,2,jet,-1.927,1.673,70.01,10.0,7.0,0.0,0.04
85,2,jet,-1.525,0.584,51.23,4.05,5.0,0.0,0.0
86,2,jet,0.666,2.123,35.44,4.65,3.0,0.0,0.51
87,2,jet,0.765,-3.013,34.26,5.67,9.0,0.0,1.49
88,2,jet,-0.935,1.366,28.92,2.32,23.0,0.0,999.9
89,2,jet,-0.674,-2.612,24.81,3.1,16.0,1.0,0.48
90,2,MET,0.0,-2.754,72.17,0.0,0.0,0.0,0.0
91,3,muon,-2.216,2.159,38.29,0.11,1.0,27.0,40.08
92,3,tau,-0.336,-1.691,694.22,187.08,1.0,0.0,0.44
93,3,tau,0.308,1.44,532.78,132.2,1.0,0.0,0.84
94,3,tau,-0.415,-0.776,322.62,86.16,1.0,0.0,0.07
95,3,tau,0.329,-0.948,112.11,16.45,1.0,0.0,13.21
96,3,tau,0.857,2.086,100.41,18.29,1.0,0.0,0.0
97,3,tau,0.215,2.038,98.91,17.24,1.0,0.0,0.0
98,3,tau,-1.445,1.54,60.86,14.61,-1.0,0.0,0.97
99,3,tau,0.236,-1.744,38.19,8.66,1.0,0.0,2.08
100,3,jet,0.038,2.653,626.23,180.76,44.0,0.0,0.4
101,3,jet,0.044,-2.516,343.74,98.95,36.0,0.0,0.22
102,3,jet,-0.873,-2.789,336.99,106.56,24.0,0.0,0.75
103,3,jet,-1.133,-0.152,312.81,77.94,27.0,0.0,0.76
104,3,jet,-1.052,-1.337,267.89,61.33,19.0,1.0,0.64
105,3,jet,0.321,0.694,202.87,48.04,30.0,0.0,4.13
106,3,jet,-0.437,1.347,165.36,38.56,13.0,0.0,0.0
107,3,jet,-0.557,-0.03,134.6,35.71,22.0,0.0,0.09
108,3,jet,-0.781,2.785,106.83,21.3,17.0,0.0,0.47
109,3,jet,0.944,-0.18,106.49,15.44,14.0,0.0,0.87
110,3,jet,0.584,3.137,102.28,18.26,21.0,1.0,1.44
111,3,jet,-1.575,-2.009,84.46,18.11,5.0,0.0,3.49
112,3,jet,-1.724,-0.748,67.78,10.35,4.0,0.0,0.03
113,3,jet,-0.968,0.514,41.16,6.89,17.0,0.0,999.9
114,3,jet,1.306,-1.347,38.3,6.7,8.0,0.0,5.88
115,3,jet,1.29,1.366,34.14,7.31,10.0,0.0,999.9
116,3,jet,-1.728,0.693,33.98,8.62,10.0,0.0,2.0
117,3,jet,-1.424,2.277,33.01,6.58,9.0,1.0,1.47
118,3,jet,-0.715,-2.103,31.87,5.21,35.0,1.0,0.0
119,3,jet,-2.583,-2.848,30.85,3.07,1.0,0.0,3.36
120,3,jet,-0.57,2.047,26.78,2.65,12.0,0.0,0.0
121,3,jet,1.738,-0.781,26.17,6.88,8.0,0.0,0.11
122,3,MET,0.0,0.748,517.44,0.0,0.0,0.0,0.0
123,4,electron,0.521,-0.773,56.6,0.0,-1.0,0.0,0.0
124,4,muon,-0.565,0.291,133.35,0.11,1.0,12.0,143.0
125,4,muon,-0.072,-0.041,88.38,0.11,1.0,9.0,105.78
126,4,tau,-0.172,-3.107,459.63,115.02,-1.0,0.0,0.92
127,4,jet,0.63,-2.771,645.89,194.0,38.0,0.0,1.4
128,4,jet,-0.062,-1.673,477.51,112.54,28.0,0.0,3.62
129,4,jet,0.672,-1.481,324.4,40.76,16.0,0.0,0.0
130,4,jet,0.207,2.628,314.89,53.3,36.0,0.0,2.85
131,4,jet,0.448,0.071,309.73,60.69,17.0,0.0,7.84
132,4,jet,0.158,1.223,293.56,46.39,26.0,1.0,0.32
133,4,jet,-0.49,1.15,286.47,34.93,14.0,0.0,0.18
134,4,jet,-0.661,-0.494,242.7,55.69,15.0,0.0,0.0
135,4,jet,-0.545,1.832,221.6,41.92,14.0,0.0,0.55
136,4,jet,0.52,1.761,191.92,30.48,18.0,1.0,3.33
137,4,jet,-0.744,-1.403,187.14,13.54,10.0,0.0,1.27
138,4,jet,1.843,-1.983,154.07,20.31,13.0,1.0,0.38
139,4,jet,1.104,0.375,148.22,28.6,11.0,0.0,2.69
140,4,jet,0.839,1.24,140.42,24.82,21.0,0.0,0.72
141,4,jet,-0.372,-2.281,124.17,19.03,18.0,1.0,1.74
142,4,jet,0.054,-1.122,105.62,12.27,17.0,0.0,0.13
143,4,jet,-0.892,2.996,81.27,16.99,18.0,0.0,0.33
144,4,jet,1.605,1.65,78.15,10.47,8.0,0.0,0.0
145,4,jet,-1.185,-0.568,74.41,4.73,9.0,0.0,2.84
146,4,jet,2.037,0.663,67.06,15.44,6.0,0.0,0.36
147,4,jet,-1.994,-1.152,58.52,10.16,7.0,0.0,0.0
148,4,jet,1.256,-1.602,49.62,6.34,11.0,0.0,999.9
149,4,jet,1.294,-3.053,37.2,6.12,17.0,0.0,0.46
150,4,jet,1.272,2.554,35.94,7.23,10.0,0.0,0.9
151,4,jet,-1.376,2.292,33.74,9.23,11.0,0.0,23.1
152,4,MET,0.0,0.866,509.43,0.0,0.0,0.0,0.0
153,5,photon,-1.176,-2.28,101.78,0.0,0.0,0.0,0.0
154,5,muon,-0.381,2.092,54.8,0.11,1.0,18.0,106.46
155,5,tau,0.18,-2.856,625.0,146.27,-1.0,0.0,0.96
156,5,tau,0.32,1.661,428.35,91.75,-1.0,0.0,0.35
157,5,tau,0.048,-2.084,103.47,26.3,1.0,0.0,0.17
158,5,tau,1.379,-1.445,55.82,11.84,-1.0,0.0,0.51
159,5,jet,0.089,0.135,677.9,168.68,39.0,0.0,0.55
160,5,jet,0.924,1.082,469.46,140.87,51.0,0.0,0.72
161,5,jet,-0.934,0.588,368.63,99.71,41.0,0.0,0.07
162,5,jet,-0.523,-2.414,340.26,77.6,18.0,0.0,0.76
163,5,jet,0.161,-0.534,339.94,43.95,32.0,1.0,0.24
164,5,jet,-0.302,-0.298,333.39,24.34,29.0,0.0,0.7
165,5,jet,-0.554,3.009,319.92,81.39,32.0,1.0,2.98
166,5,jet,-0.552,-0.9,251.95,39.6,12.0,0.0,0.4
167,5,jet,-1.007,2.713,228.73,31.75,18.0,0.0,0.0
168,5,jet,0.689,0.41,216.2,40.3,28.0,0.0,0.67
169,5,jet,-1.462,1.882,167.03,45.83,19.0,0.0,0.16
170,5,jet,-0.022,2.54,110.35,21.29,21.0,0.0,0.79
171,5,jet,-1.474,0.007,89.01,23.02,20.0,0.0,0.6
172,5,jet,-1.403,1.12,85.51,14.1,19.0,1.0,2.13
173,5,jet,0.587,-1.158,62.69,7.75,10.0,0.0,1.53
174,5,jet,1.247,2.479,53.88,11.18,12.0,1.0,0.26
175,5,jet,-1.63,-1.786,51.25,9.1,7.0,0.0,0.89
176,5,jet,-0.094,1.135,50.02,4.15,10.0,0.0,0.0
177,5,jet,-1.811,2.548,39.92,8.95,12.0,0.0,0.68
178,5,jet,1.539,-0.156,39.23,10.09,10.0,0.0,1.71
179,5,jet,0.668,-2.453,33.16,3.82,9.0,0.0,0.0
180,5,jet,0.84,-3.095,31.69,6.92,7.0,0.0,4.52
181,5,jet,-2.299,-1.12,29.29,2.49,1.0,0.0,0.6
182,5,jet,-0.667,-1.715,29.01,2.82,7.0,0.0,0.0
183,5,MET,0.0,-2.365,761.54,0.0,0.0,0.0,0.0
184,6,photon,-1.904,1.293,52.76,0.0,0.0,0.0,0.0
185,6,photon,-1.959,-2.062,36.09,0.0,0.0,0.0,0.0
186,6,electron,1.164,-1.28,27.96,0.0,1.0,0.0,0.0
187,6,muon,1.852,-1.531,31.59,0.11,-1.0,25.0,32.0
188,6,muon,-0.027,-2.546,28.7,0.11,-1.0,22.0,114.99
189,6,tau,0.328,1.61,218.64,38.98,1.0,0.0,0.28
190,6,tau,0.783,1.818,116.05,6.4,1.0,0.0,0.46
191,6,jet,-1.109,3.09,626.07,168.86,38.0,1.0,3.14
192,6,jet,0.18,2.259,539.71,151.64,41.0,0.0,0.64
193,6,jet,-0.412,-0.712,445.34,103.74,28.0,1.0,0.36
194,6,jet,0.283,0.043,377.67,68.49,29.0,0.0,0.04
195,6,jet,-0.712,2.03,357.05,66.59,34.0,0.0,0.13
196,6,jet,0.626,0.781,318.12,73.88,22.0,1.0,0.26
197,6,jet,-0.796,-1.052,295.67,66.12,26.0,0.0,0.25
198,6,jet,-0.88,-1.773,245.27,51.9,27.0,0.0,0.31
199,6,jet,-1.152,-2.329,232.73,33.18,33.0,1.0,0.57
200,6,jet,-0.084,-1.678,206.3,51.36,17.0,0.0,0.46
201,6,jet,-0.585,-0.018,188.93,51.15,29.0,1.0,1.13
202,6,jet,0.013,0.93,168.36,42.23,16.0,0.0,3.91
203,6,jet,-0.552,2.866,146.81,30.29,27.0,0.0,0.0
204,6,jet,-1.174,0.296,127.64,16.12,12.0,1.0,0.4
205,6,jet,0.615,-2.434,122.26,30.7,21.0,0.0,0.18
206,6,jet,0.445,-1.673,112.17,14.59,15.0,0.0,0.99
207,6,jet,0.488,-0.606,78.04,16.28,16.0,0.0,0.28
208,6,jet,1.289,-2.035,61.5,11.99,10.0,0.0,0.17
209,6,jet,1.274,2.936,61.45,9.49,5.0,0.0,0.42
210,6,jet,0.219,2.914,54.88,8.11,15.0,0.0,1.44
211,6,jet,-1.527,-1.53,44.48,5.09,11.0,0.0,3.31
212,6,jet,3.138,0.926,29.96,6.79,0.0,0.0,1.26
213,6,jet,-2.563,-2.543,23.39,-0.0,0.0,0.0,0.0
214,6,MET,0.0,-0.03,311.9,0.0,0.0,0.0,0.0
215,7,photon,-0.824,2.702,322.98,0.0,0.0,0.0,0.0
216,7,photon,-0.345,-2.507,68.47,0.0,0.0,0.0,0.0
217,7,photon,-2.06,1.789,30.2,0.0,0.0,0.0,0.0
218,7,photon,1.005,-0.997,29.34,0.0,0.0,0.0,0.0
219,7,tau,0.565,-2.318,316.38,50.46,1.0,0.0,999.9
220,7,tau,0.272,3.057,60.6,4.01,-1.0,0.0,0.0
221,7,jet,-0.284,3.058,928.27,262.01,18.0,0.0,0.13
222,7,jet,0.125,1.193,648.96,161.36,25.0,0.0,0.32
223,7,jet,-0.617,-0.806,602.28,129.1,20.0,1.0,0.01
224,7,jet,-0.505,1.783,594.12,131.82,34.0,0.0,0.22
225,7,jet,0.308,-0.383,386.3,97.73,17.0,1.0,4.61
226,7,jet,-0.746,1.193,316.01,50.5,21.0,0.0,0.36
227,7,jet,0.318,0.572,278.09,30.45,22.0,0.0,0.17
228,7,jet,-0.572,-1.887,271.52,23.95,8.0,0.0,0.02
229,7,jet,-0.29,2.476,269.96,39.68,30.0,1.0,0.11
230,7,jet,0.066,-1.428,221.08,22.46,18.0,0.0,0.37
231,7,jet,1.012,-2.659,191.06,18.97,17.0,0.0,2.31
232,7,jet,-0.529,-0.15,118.3,25.43,10.0,1.0,0.63
233,7,jet,-1.4,-1.2,117.88,30.28,10.0,0.0,0.72
234,7,MET,0.0,0.108,570.34,0.0,0.0,0.0,0.0
235,8,photon,-0.656,-2.349,313.78,0.0,0.0,0.0,0.0
236,8,photon,1.463,1.066,54.36,0.0,0.0,0.0,0.0
237,8,muon,-1.617,2.569,135.35,0.11,1.0,28.0,152.51
238,8,tau,-0.608,0.542,396.5,96.59,1.0,0.0,0.0
239,8,tau,-1.405,0.176,51.89,15.3,-1.0,0.0,0.36
240,8,jet,0.465,0.431,734.3,212.5,20.0,0.0,0.47
241,8,jet,-0.007,-0.408,616.71,153.47,36.0,0.0,0.1
242,8,jet,-0.188,2.759,553.86,154.99,37.0,1.0,0.09
243,8,jet,0.543,2.87,469.03,101.33,27.0,1.0,0.98
244,8,jet,0.732,-2.536,383.55,110.64,21.0,0.0,0.65
245,8,jet,0.341,-0.968,283.36,77.21,20.0,0.0,0.27
246,8,jet,-0.775,2.048,258.91,66.88,31.0,0.0,0.66
247,8,jet,-0.224,-2.727,256.02,39.69,40.0,0.0,0.0
248,8,jet,-0.527,-1.078,243.02,55.43,23.0,0.0,0.2
249,8,jet,0.548,1.203,186.42,25.61,16.0,1.0,0.7
250,8,jet,-0.993,1.509,138.87,27.06,20.0,1.0,2.59
251,8,jet,0.644,2.103,112.33,31.67,13.0,0.0,0.48
252,8,jet,0.003,2.232,103.06,8.4,18.0,0.0,0.5
253,8,jet,0.505,-1.991,93.06,15.79,18.0,0.0,0.68
254,8,jet,-0.222,1.388,85.29,16.82,14.0,0.0,999.9
255,8,jet,1.622,0.369,71.73,14.02,8.0,0.0,8.61
256,8,jet,1.117,-0.466,68.96,13.29,8.0,0.0,0.4
257,8,jet,-0.281,-1.721,63.5,12.66,25.0,1.0,1.18
258,8,jet,1.519,2.956,61.84,7.91,5.0,0.0,0.34
259,8,jet,-1.057,-1.687,61.05,10.84,21.0,0.0,14.32
260,8,jet,-0.115,0.21,58.13,5.04,18.0,0.0,0.28
261,8,jet,1.473,-1.345,53.24,5.06,8.0,0.0,0.32
262,8,jet,-0.842,2.791,37.31,6.92,26.0,1.0,3.26
263,8,jet,1.666,-0.467,36.76,2.45,9.0,0.0,0.0
264,8,jet,1.166,-1.886,27.14,5.81,11.0,0.0,0.43
265,8,jet,-1.876,-1.678,25.92,5.94,7.0,0.0,1.25
266,8,jet,-1.284,-0.886,24.23,2.98,1.0,0.0,15.75
267,8,MET,0.0,-0.978,230.98,0.0,0.0,0.0,0.0
268,9,photon,0.633,-1.422,115.41,0.0,0.0,0.0,0.0
269,9,muon,-1.53,-2.124,13.61,0.11,-1.0,4.0,14.0
270,9,jet,-0.438,-0.191,916.75,288.47,56.0,0.0,0.48
271,9,jet,-0.294,-2.223,675.46,179.55,29.0,0.0,1.17
272,9,jet,0.2,2.689,586.38,155.03,27.0,0.0,0.13
273,9,jet,-0.195,1.296,510.67,113.0,42.0,1.0,0.15
274,9,jet,0.263,-0.053,377.38,105.11,50.0,1.0,0.63
275,9,jet,-0.857,1.585,355.49,79.14,30.0,0.0,2.19
276,9,jet,0.346,-0.763,294.5,82.21,52.0,1.0,0.51
277,9,jet,0.725,-2.844,269.06,52.17,10.0,0.0,0.08
278,9,jet,-0.205,0.616,221.39,46.9,14.0,0.0,0.17
279,9,jet,0.645,-2.134,216.41,37.18,10.0,0.0,0.0
280,9,jet,1.211,0.428,189.69,32.55,13.0,1.0,0.0
281,9,jet,0.751,2.907,165.42,16.42,18.0,0.0,0.0
282,9,jet,-0.147,2.125,159.27,35.34,13.0,0.0,0.8
283,9,jet,-0.75,2.562,119.74,19.91,9.0,0.0,0.36
284,9,jet,0.068,-3.066,108.51,3.31,9.0,0.0,999.9
285,9,jet,-0.61,-3.032,104.2,17.0,9.0,1.0,0.43
286,9,jet,-1.277,1.964,89.79,13.45,18.0,0.0,0.19
287,9,jet,-0.751,0.411,77.05,12.32,18.0,0.0,1.03
288,9,jet,-1.376,0.769,62.1,8.05,14.0,0.0,0.0
289,9,jet,-0.28,-1.093,57.43,13.22,32.0,0.0,0.0
290,9,jet,0.408,1.839,50.65,11.83,13.0,0.0,0.32
291,9,jet,-1.697,2.414,44.75,5.33,6.0,0.0,4.09
292,9,jet,-1.897,1.069,42.17,2.92,7.0,0.0,999.9
293,9,jet,0.453,0.9,38.82,8.37,10.0,0.0,2.19
294,9,jet,1.248,-2.476,37.58,4.7,9.0,0.0,0.36
295,9,jet,1.442,-0.52,28.11,5.06,7.0,0.0,1.78
296,9,jet,-0.823,-0.532,26.37,2.02,21.0,0.0,1.73
297,9,MET,0.0,-2.415,329.69,0.0,0.0,0.0,0.0
298,10,photon,-0.136,1.184,186.41,0.0,0.0,0.0,0.0
299,10,photon,0.586,2.384,125.44,0.0,0.0,0.0,0.0
300,10,electron,0.403,0.997,26.06,0.0,-1.0,0.0,0.0
301,10,muon,1.323,0.425,119.8,0.11,1.0,19.0,145.0
302,10,tau,0.316,1.754,98.63,9.94,-1.0,0.0,999.9
303,10,tau,1.878,-0.566,50.4,5.0,1.0,0.0,0.15
304,10,jet,-0.514,-0.744,631.17,119.84,32.0,0.0,0.28
305,10,jet,0.319,-0.79,626.19,173.12,51.0,0.0,0.51
306,10,jet,-0.325,-2.851,532.31,145.0,46.0,0.0,0.51
307,10,jet,-0.439,-2.156,520.65,150.95,53.0,0.0,0.65
308,10,jet,-0.705,0.959,515.95,117.09,22.0,0.0,1.32
309,10,jet,-0.327,1.769,495.2,82.26,24.0,0.0,0.24
310,10,jet,-0.652,0.069,472.12,60.93,24.0,1.0,0.34
311,10,jet,0.521,-3.057,343.99,72.29,19.0,0.0,0.47
312,10,jet,-1.699,-1.832,181.67,14.85,13.0,0.0,3.34
313,10,jet,1.432,2.205,143.42,19.88,9.0,1.0,0.34
314,10,jet,-1.263,-2.935,114.62,32.59,9.0,0.0,0.94
315,10,jet,0.024,0.052,113.01,34.44,23.0,0.0,0.44
316,10,jet,0.879,0.806,106.51,17.48,6.0,0.0,1.19
317,10,jet,-0.979,-1.832,74.87,10.18,19.0,0.0,1.26
318,10,jet,-1.339,1.505,71.33,3.33,7.0,0.0,0.0
319,10,jet,-0.955,2.9,54.81,6.72,5.0,0.0,999.9
320,10,jet,-1.279,-1.384,52.95,5.19,14.0,0.0,4.82
321,10,jet,-2.24,1.223,50.22,4.52,3.0,0.0,0.23
322,10,jet,-1.085,-0.596,49.97,6.39,13.0,1.0,0.84
323,10,jet,0.96,2.862,47.55,-0.0,6.0,0.0,0.0
324,10,jet,-0.089,2.738,39.92,4.41,4.0,0.0,0.0
325,10,jet,0.78,-1.579,36.46,10.76,16.0,0.0,1.93
326,10,jet,-0.973,2.042,34.9,4.12,10.0,0.0,0.12
327,10,MET,0.0,2.965,438.79,0.0,0.0,0.0,0.0
328,11,photon,-1.065,1.67,41.46,0.0,0.0,0.0,0.0
329,11,photon,0.722,0.614,26.68,0.0,0.0,0.0,0.0
330,11,electron,1.028,3.087,90.33,0.0,1.0,0.0,0.0
331,11,electron,0.493,-2.136,59.83,0.0,-1.0,0.0,0.0
332,11,tau,0.071,-2.948,579.3,140.12,-1.0,0.0,0.99
333,11,tau,1.314,1.491,90.74,24.06,-1.0,0.0,0.34
334,11,tau,-1.175,-2.592,29.75,1.57,1.0,0.0,999.9
335,11,jet,0.36,1.009,597.46,162.83,30.0,1.0,0.22
336,11,jet,0.166,2.313,555.28,139.98,40.0,0.0,0.79
337,11,jet,0.636,-1.123,514.35,92.67,29.0,1.0,0.07
338,11,jet,0.063,0.3,427.05,95.36,43.0,0.0,4.83
339,11,jet,-0.374,1.377,383.72,57.8,17.0,1.0,0.03
340,11,jet,-0.211,-0.693,356.3,92.1,39.0,0.0,0.32
341,11,jet,-0.067,-1.441,313.23,70.72,26.0,0.0,1.44
342,11,jet,0.514,3.078,211.02,41.94,14.0,0.0,0.13
343,11,jet,1.185,-2.494,189.63,39.68,24.0,0.0,0.2
344,11,jet,-0.524,-2.703,172.55,31.18,26.0,1.0,0.75
345,11,jet,-0.695,0.224,145.08,38.5,31.0,0.0,0.49
346,11,jet,0.756,-1.665,143.73,11.31,20.0,1.0,0.0
347,11,jet,-0.944,3.117,102.93,25.23,20.0,0.0,0.82
348,11,jet,-0.728,-1.209,100.08,14.55,12.0,0.0,4.35
349,11,jet,1.202,2.46,98.6,16.61,16.0,0.0,0.85
350,11,jet,0.635,1.757,84.76,16.96,17.0,1.0,0.12
351,11,jet,-0.96,-0.596,78.33,16.82,18.0,0.0,0.51
352,11,jet,-0.843,0.811,71.59,11.86,11.0,0.0,11.29
353,11,jet,1.735,-3.11,24.71,5.39,3.0,0.0,2.38
354,11,jet,0.34,-0.511,24.35,2.27,17.0,0.0,0.0
355,11,MET,0.0,-0.111,217.0,0.0,0.0,0.0,0.0
356,12,photon,-0.956,2.751,188.3,0.0,0.0,0.0,0.0
357,12,photon,0.063,-3.021,91.68,0.0,0.0,0.0,0.0
358,12,electron,-1.573,2.957,39.08,0.0,-1.0,0.0,0.0
359,12,tau,-0.543,1.714,46.53,0.0,-1.0,0.0,999.9
360,12,jet,-0.052,-0.428,857.17,247.73,40.0,0.0,0.13
361,12,jet,0.523,2.03,631.55,159.27,26.0,1.0,0.25
362,12,jet,0.173,-1.252,537.68,134.98,29.0,0.0,1.44
363,12,jet,-0.39,-2.51,516.08,110.34,41.0,0.0,0.08
364,12,jet,-0.677,2.314,415.33,72.37,33.0,1.0,0.78
365,12,jet,-0.578,-1.147,412.35,102.5,22.0,0.0,0.37
366,12,jet,0.15,0.351,358.54,71.1,21.0,1.0,0.57
367,12,jet,-0.275,2.851,226.45,26.13,17.0,0.0,0.1
368,12,jet,1.011,-1.524,188.9,48.2,18.0,0.0,1.22
369,12,jet,0.482,-0.626,184.4,10.61,19.0,0.0,0.0
370,12,jet,0.581,2.732,161.98,18.15,11.0,0.0,0.04
371,12,jet,-0.484,1.093,154.37,37.17,18.0,0.0,0.3
372,12,jet,1.256,1.279,144.44,38.08,24.0,0.0,0.78
373,12,jet,1.223,3.066,139.69,12.79,11.0,0.0,0.0
374,12,jet,-0.955,0.395,124.54,18.49,15.0,0.0,0.49
375,12,jet,-0.564,-0.091,110.4,8.69,20.0,0.0,0.32
376,12,jet,-1.234,-0.264,79.46,9.22,10.0,0.0,0.0
377,12,jet,-1.268,1.407,75.86,17.36,15.0,0.0,0.0
378,12,jet,0.364,1.282,54.14,11.41,15.0,0.0,0.43
379,12,jet,0.621,-2.271,53.89,10.26,11.0,0.0,0.39
380,12,jet,-2.205,-2.035,50.67,7.93,9.0,1.0,0.44
381,12,jet,-0.99,-2.465,50.08,11.33,6.0,0.0,0.0
382,12,jet,1.644,0.483,48.5,9.02,1.0,0.0,1.46
383,12,jet,-2.176,0.291,48.09,9.61,12.0,0.0,0.37
384,12,jet,1.474,-0.992,41.4,6.7,12.0,1.0,2.69
385,12,jet,0.633,0.13,40.77,5.55,15.0,0.0,999.9
386,12,jet,1.191,2.312,33.13,1.79,4.0,0.0,999.9
