,event,particle,eta,phi,PT,jmass,ntrk,btag,hadem
98,12,MET,0.0,3.123,1304.71,0.0,0.0,0.0,0.0
99,13,electron,0.906,0.483,1858.85,0.0,1.0,0.0,0.0
100,13,electron,-1.18,-3.048,205.06,0.0,-1.0,0.0,0.0
101,13,jet,-0.271,-1.137,1204.44,42.49,23.0,0.0,0.51
102,13,jet,0.679,1.163,742.07,75.98,45.0,0.0,0.06
103,13,jet,1.764,-1.124,30.75,5.48,4.0,0.0,28.53
104,13,jet,1.488,-1.671,29.17,6.25,8.0,0.0,0.2
105,13,jet,-1.12,-1.768,27.62,7.04,6.0,0.0,0.2
106,13,jet,1.14,-1.242,24.98,5.78,12.0,0.0,999.9
107,13,jet,2.367,1.143,24.96,4.09,5.0,0.0,0.77
108,13,MET,0.0,-2.99,2288.0,0.0,0.0,0.0,0.0
109,14,jet,-1.259,2.901,1113.17,45.33,16.0,0.0,0.01
110,14,jet,-0.84,0.133,794.47,35.36,15.0,0.0,1.27
111,14,jet,2.771,-1.206,369.86,60.68,1.0,0.0,4.05
112,14,jet,2.078,-0.718,81.72,4.82,5.0,1.0,12.05
113,14,jet,0.902,2.354,31.2,6.87,8.0,0.0,0.0
114,14,jet,2.75,-0.26,29.38,6.13,0.0,0.0,25.64
115,14,MET,0.0,0.343,34.44,0.0,0.0,0.0,0.0
116,15,jet,-0.465,0.131,1799.13,63.82,28.0,0.0,0.04
117,15,jet,-0.873,-0.054,1495.11,0.0,23.0,0.0,999.9
118,15,jet,0.316,-2.148,1273.26,159.36,38.0,0.0,0.75
119,15,MET,0.0,2.807,2730.16,0.0,0.0,0.0,0.0
120,16,tau,0.981,-1.811,925.39,99.05,1.0,0.0,0.45
121,16,jet,0.811,1.388,2696.13,88.27,33.0,1.0,0.03
122,16,jet,-1.678,-1.318,999.72,43.42,10.0,0.0,0.04
123,16,jet,-0.828,2.65,224.61,24.23,13.0,0.0,0.48
124,16,jet,-1.6,-2.399,95.24,10.3,9.0,0.0,0.51
125,16,jet,-1.254,1.938,87.25,11.13,10.0,0.0,1.69
126,16,jet,0.318,-2.662,76.55,14.95,14.0,0.0,0.59
127,16,jet,-1.15,-1.271,39.45,9.02,9.0,0.0,999.9
128,16,MET,0.0,-1.744,839.43,0.0,0.0,0.0,0.0
129,17,tau,0.832,0.72,1100.09,0.14,1.0,0.0,999.9
130,17,jet,0.712,2.346,961.56,21.16,13.0,0.0,0.0
131,17,jet,-1.697,2.93,697.43,44.77,13.0,0.0,41.03
132,17,jet,-1.996,-2.735,193.83,16.39,12.0,0.0,1.97
133,17,jet,0.753,2.963,89.08,6.81,6.0,0.0,0.41
134,17,MET,0.0,-1.084,1693.48,0.0,0.0,0.0,0.0
135,18,jet,0.303,2.098,2578.74,35.61,26.0,0.0,0.0
136,18,jet,-0.189,-1.448,2404.51,124.96,23.0,1.0,0.14
137,18,jet,0.054,-0.755,2023.11,120.71,29.0,0.0,2.33
138,18,jet,0.307,1.613,1020.24,74.75,41.0,1.0,0.19
139,18,jet,-0.357,2.348,525.49,53.69,27.0,0.0,3.4
140,18,jet,-0.571,1.804,69.01,8.79,13.0,0.0,0.0
141,18,jet,0.706,-1.862,47.38,9.28,8.0,0.0,2.91
142,18,jet,-0.077,-0.126,31.44,5.45,7.0,0.0,0.0
143,18,MET,0.0,2.028,120.73,0.0,0.0,0.0,0.0
144,19,jet,-0.767,2.843,3336.66,100.98,16.0,0.0,3.5
145,19,jet,0.327,-0.63,2026.93,86.71,9.0,0.0,1.33
146,19,jet,0.665,-0.064,1128.13,76.65,36.0,0.0,0.59
147,19,jet,1.344,0.479,608.37,44.09,22.0,0.0,3.18
148,19,jet,-0.487,-2.724,297.13,48.45,20.0,0.0,3.75
149,19,jet,-1.088,1.815,223.42,38.56,28.0,0.0,1.75
150,19,MET,0.0,-0.485,236.76,0.0,0.0,0.0,0.0
151,20,jet,-0.359,-2.127,2741.38,178.51,47.0,0.0,0.03
152,20,jet,-0.392,0.633,1968.07,296.88,48.0,0.0,0.04
153,20,jet,0.24,0.456,1144.2,196.18,36.0,0.0,0.94
154,20,jet,0.577,2.345,1112.4,166.05,18.0,0.0,2.7
155,20,jet,-0.797,0.74,67.19,2.74,28.0,0.0,999.9
156,20,jet,-0.756,-1.017,64.18,13.84,13.0,0.0,1.18
157,20,jet,0.02,0.823,44.23,5.25,46.0,0.0,0.0
158,20,jet,-0.797,-1.669,28.18,7.31,10.0,0.0,0.0
159,20,MET,0.0,-2.907,517.97,0.0,0.0,0.0,0.0
160,21,jet,0.191,-0.572,2634.15,168.27,24.0,0.0,0.6
161,21,jet,1.052,0.854,452.9,40.44,22.0,0.0,0.06
162,21,jet,0.851,-0.064,430.16,73.21,8.0,0.0,0.21
163,21,jet,1.335,1.287,23.99,5.17,10.0,0.0,0.48
164,21,MET,0.0,2.794,3140.1,0.0,0.0,0.0,0.0
165,22,jet,-0.385,0.795,4378.47,54.24,18.0,0.0,0.0
166,22,jet,-0.125,-2.316,2217.03,174.17,24.0,1.0,2.23
167,22,jet,0.652,-2.484,1617.68,58.04,5.0,0.0,0.28
168,22,jet,-1.201,-2.149,99.23,7.58,6.0,0.0,8.1
169,22,jet,-2.617,-1.21,58.96,10.76,4.0,0.0,4.69
170,22,jet,-1.528,-0.818,29.5,5.95,6.0,0.0,2.33
171,22,MET,0.0,-2.286,424.91,0.0,0.0,0.0,0.0
172,23,jet,0.604,3.028,2643.91,100.07,26.0,0.0,0.07
173,23,jet,-0.805,-0.261,2236.33,157.74,24.0,0.0,1.04
174,23,jet,0.118,0.928,1045.26,54.33,10.0,0.0,0.28
175,23,jet,0.949,-2.443,232.55,19.64,18.0,0.0,0.51
176,23,jet,1.072,-1.85,138.94,10.05,11.0,0.0,0.26
177,23,MET,0.0,-1.274,290.34,0.0,0.0,0.0,0.0
178,24,jet,0.741,2.604,3072.58,83.58,25.0,0.0,0.0
179,24,jet,-0.493,-0.027,2294.89,56.63,23.0,0.0,0.0
180,24,jet,-1.277,-1.804,645.92,64.25,45.0,0.0,0.49
181,24,jet,0.362,-1.491,588.62,36.78,21.0,0.0,0.91
182,24,jet,0.422,-0.746,420.04,41.45,24.0,0.0,1.79
183,24,jet,-1.545,0.053,82.72,16.33,10.0,0.0,2.35
184,24,jet,1.237,3.123,81.47,11.55,10.0,0.0,2.97
185,24,jet,0.317,2.435,80.77,5.77,23.0,0.0,0.0
186,24,jet,-0.975,1.907,32.13,4.74,4.0,0.0,999.9
187,24,MET,0.0,-0.411,205.42,0.0,0.0,0.0,0.0
188,25,jet,0.511,-1.231,2104.6,111.46,27.0,0.0,0.16
189,25,jet,0.613,2.556,1824.09,91.96,38.0,0.0,0.28
190,25,jet,-1.359,0.624,1568.19,64.71,16.0,0.0,1.74
191,25,jet,0.479,-2.195,754.79,93.12,39.0,0.0,0.53
192,25,jet,0.23,1.708,394.92,30.48,21.0,0.0,0.6
193,25,jet,0.086,2.679,215.03,21.38,19.0,0.0,0.85
194,25,jet,2.377,0.326,44.47,5.23,6.0,0.0,1.54
195,25,jet,-0.126,-2.605,35.55,4.35,2.0,0.0,0.15
196,25,jet,0.617,-1.745,23.38,3.45,33.0,1.0,0.0
197,25,MET,0.0,0.756,289.57,0.0,0.0,0.0,0.0
198,26,electron,-0.209,0.522,3832.39,0.0,1.0,0.0,0.0
199,26,jet,0.404,-2.297,2509.58,139.16,27.0,0.0,0.01
200,26,jet,0.296,2.135,898.82,23.93,10.0,0.0,12.47
201,26,jet,-0.36,-3.029,90.34,12.08,14.0,0.0,0.86
202,26,jet,-1.791,0.958,37.5,6.04,7.0,0.0,0.0
203,26,MET,0.0,-2.512,1353.89,0.0,0.0,0.0,0.0
204,27,jet,0.353,-2.63,3053.58,61.17,16.0,0.0,0.29
205,27,jet,0.288,0.448,2098.61,287.33,34.0,1.0,2.27
206,27,jet,-1.13,0.882,798.72,25.31,9.0,0.0,0.03
207,27,jet,-0.52,-0.01,757.58,46.18,13.0,0.0,0.03
208,27,jet,-1.371,2.739,252.47,20.01,18.0,0.0,0.0
209,27,jet,0.05,2.286,31.55,4.31,7.0,0.0,0.94
210,27,jet,0.102,0.996,27.4,5.24,16.0,0.0,999.9
211,27,jet,-0.414,-2.587,25.7,2.37,3.0,0.0,0.0
212,27,MET,0.0,-2.462,256.81,0.0,0.0,0.0,0.0
213,28,jet,0.41,1.396,3800.11,437.25,36.0,0.0,0.6
214,28,jet,-0.508,-1.726,3308.83,92.39,22.0,1.0,1.16
215,28,jet,1.141,-2.831,80.76,6.0,5.0,0.0,0.0
216,28,jet,1.089,-2.177,49.32,7.16,5.0,0.0,0.7
217,28,MET,0.0,-1.67,436.37,0.0,0.0,0.0,0.0
218,29,jet,0.117,0.317,4063.4,395.29,64.0,0.0,0.43
219,29,jet,-0.306,-2.91,2028.45,82.9,25.0,0.0,0.08
220,29,jet,-0.822,-3.025,1222.2,78.93,23.0,0.0,0.12
221,29,jet,0.322,-2.461,571.78,68.27,51.0,0.0,0.52
222,29,jet,0.859,-2.059,528.51,43.3,27.0,0.0,0.15
223,29,jet,0.227,1.203,157.05,24.66,20.0,0.0,1.07
224,29,jet,0.684,-2.824,52.87,8.68,29.0,0.0,2.18
225,29,jet,0.063,0.771,26.8,2.96,61.0,0.0,5.99
226,29,MET,0.0,1.291,18.0,0.0,0.0,0.0,0.0
227,30,photon,-0.347,2.198,4029.0,0.0,0.0,0.0,0.0
228,30,jet,0.091,-0.944,4077.56,90.99,28.0,0.0,0.01
229,30,jet,0.177,-0.373,194.08,20.9,19.0,0.0,0.29
230,30,jet,0.776,2.547,168.66,13.55,6.0,0.0,1.13
231,30,MET,0.0,2.857,63.03,0.0,0.0,0.0,0.0
232,31,jet,-0.715,-1.503,2755.79,121.75,27.0,0.0,0.46
233,31,jet,-0.897,1.019,1992.04,253.25,16.0,0.0,0.07
234,31,jet,0.909,2.724,1392.34,65.09,20.0,0.0,0.52
235,31,jet,0.277,0.925,590.28,31.6,21.0,0.0,2.56
236,31,jet,0.483,-2.99,229.27,23.96,21.0,0.0,1.49
237,31,jet,-0.434,1.115,195.41,9.45,18.0,0.0,0.0
238,31,jet,1.319,1.413,55.35,10.52,9.0,0.0,1.67
239,31,MET,0.0,-2.369,233.15,0.0,0.0,0.0,0.0
240,32,muon,1.152,0.182,1162.91,0.11,1.0,2.0,1163.0
241,32,jet,-0.53,2.464,3096.74,144.29,39.0,0.0,0.07
242,32,jet,-0.773,2.877,59.31,6.0,34.0,0.0,4.24
243,32,MET,0.0,-1.021,2545.99,0.0,0.0,0.0,0.0
244,33,jet,1.251,-1.152,987.02,58.36,35.0,0.0,0.13
245,33,jet,1.214,2.236,866.67,132.07,47.0,1.0,0.12
246,33,jet,-2.141,2.095,839.89,16.5,3.0,0.0,0.0
247,33,jet,1.729,-0.823,749.78,88.94,43.0,0.0,1.2
248,33,jet,1.436,1.822,116.0,16.39,36.0,0.0,0.39
249,33,jet,1.398,-1.817,46.28,7.17,9.0,0.0,1.81
250,33,jet,-2.004,-0.02,22.61,6.38,3.0,0.0,4.63
251,33,MET,0.0,-0.387,54.38,0.0,0.0,0.0,0.0
252,34,jet,-0.221,-2.838,2953.83,69.8,10.0,0.0,2.52
253,34,jet,1.167,-0.506,1861.72,81.62,29.0,1.0,2.22
254,34,jet,-0.948,1.007,1722.32,132.28,31.0,0.0,0.69
255,34,jet,1.78,0.577,23.99,3.94,3.0,0.0,0.34
256,34,MET,0.0,0.94,387.44,0.0,0.0,0.0,0.0
257,35,muon,0.268,-0.605,221.23,0.11,1.0,7.0,225.23
258,35,jet,0.508,0.84,2695.61,156.25,19.0,0.0,0.77
259,35,jet,-1.711,-2.512,877.43,46.42,14.0,0.0,1.31
260,35,jet,-1.136,3.095,712.78,26.03,19.0,0.0,0.0
261,35,jet,-0.109,-2.261,606.93,50.03,18.0,0.0,0.07
262,35,jet,-0.177,-1.527,276.82,27.23,19.0,0.0,0.5
263,35,jet,0.385,-1.194,232.27,30.08,20.0,1.0,1.09
264,35,jet,-0.735,-0.179,68.71,6.11,6.0,1.0,0.0
265,35,jet,1.473,3.086,41.45,5.95,4.0,0.0,0.24
266,35,jet,2.702,-3.126,26.27,3.07,0.0,0.0,5.61
267,35,MET,0.0,-2.163,519.87,0.0,0.0,0.0,0.0
268,36,jet,0.213,0.686,2066.24,25.0,13.0,1.0,0.0
269,36,jet,-0.738,-1.701,1711.46,38.48,1.0,0.0,999.9
270,36,jet,0.318,-3.044,1326.99,49.02,19.0,0.0,0.01
271,36,jet,-0.819,1.944,211.59,26.63,20.0,0.0,0.42
272,36,jet,-0.105,-2.969,23.34,5.73,19.0,0.0,2.28
273,36,MET,0.0,1.392,295.45,0.0,0.0,0.0,0.0
274,37,tau,0.021,1.872,3502.54,90.45,-1.0,0.0,0.1
275,37,jet,-0.497,-1.158,3626.6,360.13,44.0,0.0,1.72
276,37,jet,-0.795,-1.912,305.07,18.69,19.0,0.0,0.68
277,37,jet,1.464,-1.898,225.21,9.91,9.0,1.0,2.04
278,37,jet,0.982,3.082,209.62,42.87,14.0,0.0,0.16
279,37,jet,0.423,-0.342,208.19,23.08,12.0,1.0,3.88
280,37,jet,0.802,1.109,156.28,25.09,12.0,0.0,0.35
281,37,jet,-0.659,2.448,92.65,9.9,9.0,0.0,0.45
282,37,jet,1.157,1.976,37.07,4.27,6.0,0.0,0.0
283,37,jet,-0.46,1.523,34.54,7.02,10.0,0.0,1.28
284,37,MET,0.0,2.216,343.75,0.0,0.0,0.0,0.0
285,38,tau,0.481,-2.848,494.68,1.7,-1.0,0.0,0.0
286,38,jet,-1.994,-1.325,1031.77,81.54,18.0,1.0,1.94
287,38,jet,0.783,0.817,949.1,92.65,19.0,0.0,0.03
288,38,MET,0.0,2.308,666.66,0.0,0.0,0.0,0.0
289,39,photon,-0.089,-1.643,388.93,0.0,0.0,0.0,0.0
290,39,jet,-0.118,1.144,3832.93,328.75,32.0,0.0,0.0
291,39,jet,-0.381,-2.317,1676.11,48.65,11.0,0.0,29.15
292,39,MET,0.0,-1.789,1726.07,0.0,0.0,0.0,0.0
293,40,electron,0.537,-3.099,2421.32,0.0,1.0,0.0,0.0
294,40,electron,0.568,-3.041,819.33,0.0,-1.0,0.0,0.0
295,40,jet,-0.438,0.644,3460.71,396.17,57.0,0.0,0.93
296,40,jet,0.107,-1.512,1768.75,179.48,43.0,0.0,0.18
297,40,jet,0.764,-0.565,233.53,16.72,21.0,0.0,0.0
298,40,jet,-1.759,0.513,99.05,14.7,10.0,0.0,3.0
299,40,jet,-1.479,-0.131,25.03,4.14,9.0,0.0,0.0
300,40,MET,0.0,-0.344,71.96,0.0,0.0,0.0,0.0
301,41,electron,0.697,-2.823,2136.78,0.0,1.0,0.0,0.0
302,41,jet,0.634,-0.649,2172.62,88.51,33.0,0.0,0.06
303,41,jet,-0.771,0.671,1058.51,146.05,25.0,0.0,0.04
304,41,jet,0.058,0.357,26.22,6.45,6.0,0.0,1.78
305,41,jet,-0.702,0.154,26.13,4.08,17.0,0.0,9.01
306,41,jet,-1.502,0.236,23.05,7.41,7.0,0.0,999.9
307,41,MET,0.0,2.011,1461.14,0.0,0.0,0.0,0.0
308,42,jet,0.667,1.583,3239.87,77.78,18.0,0.0,0.01
309,42,jet,-0.426,-1.241,3215.66,97.89,21.0,0.0,0.01
310,42,jet,0.273,2.918,862.03,62.13,18.0,0.0,0.18
311,42,jet,0.531,-2.018,213.29,10.54,10.0,0.0,0.27
312,42,jet,-0.011,-2.009,176.03,9.01,7.0,0.0,0.0
313,42,jet,-0.211,-2.756,42.41,2.94,4.0,0.0,1.08
314,42,jet,1.019,-1.214,33.77,3.1,2.0,0.0,7.42
315,42,MET,0.0,1.471,30.98,0.0,0.0,0.0,0.0
316,43,tau,-1.366,1.138,96.76,12.18,1.0,0.0,0.0
317,43,jet,1.183,1.914,2208.63,70.56,18.0,0.0,0.03
318,43,jet,-0.43,-1.687,1531.37,75.91,29.0,0.0,0.18
319,43,jet,-0.96,-0.193,1030.23,37.23,10.0,0.0,0.01
320,43,jet,-0.203,-1.241,455.87,25.18,24.0,0.0,0.0
321,43,jet,-0.205,1.836,218.61,17.84,13.0,0.0,8.24
322,43,jet,0.858,2.594,153.58,22.49,13.0,0.0,4.79
323,43,jet,-1.607,1.732,32.63,5.67,7.0,0.0,0.0
324,43,jet,-2.31,1.472,30.44,3.79,4.0,0.0,0.04
325,43,jet,0.059,-2.63,25.78,5.16,6.0,0.0,0.0
326,43,MET,0.0,-1.761,335.91,0.0,0.0,0.0,0.0
327,44,jet,-0.588,-0.886,3585.06,94.34,19.0,0.0,0.25
328,44,jet,-0.462,2.317,1557.24,187.06,33.0,0.0,0.23
329,44,jet,0.369,1.665,1495.17,89.52,16.0,0.0,0.49
330,44,jet,0.895,-3.002,712.42,44.18,20.0,1.0,0.58
331,44,jet,0.24,2.276,284.44,23.48,11.0,0.0,0.4
332,44,jet,1.468,-2.875,266.23,27.36,21.0,0.0,0.29
333,44,MET,0.0,0.971,114.06,0.0,0.0,0.0,0.0
334,45,photon,0.914,-2.362,2865.82,0.0,0.0,0.0,0.0
335,45,electron,-0.37,0.043,1484.23,0.0,1.0,0.0,0.0
336,45,jet,-0.256,1.173,1713.76,134.49,13.0,0.0,0.13
337,45,jet,-0.687,-2.158,278.29,62.35,21.0,0.0,0.55
338,45,jet,-1.103,-2.731,89.68,9.63,8.0,1.0,0.0
339,45,jet,-0.36,-2.63,56.15,4.3,13.0,0.0,999.9
340,45,MET,0.0,1.148,982.88,0.0,0.0,0.0,0.0
341,46,muon,1.968,-2.377,61.56,0.11,1.0,8.0,62.0
342,46,jet,0.306,-0.862,3840.68,65.99,10.0,0.0,0.0
343,46,jet,-0.48,1.943,1479.99,147.59,24.0,0.0,0.34
344,46,jet,0.229,2.14,1131.42,110.54,28.0,0.0,0.15
345,46,jet,-0.188,2.952,813.37,48.54,12.0,1.0,1.08
346,46,jet,-1.186,-3.13,87.57,8.79,8.0,0.0,0.0
347,46,jet,0.1,1.626,76.91,10.81,19.0,0.0,0.0
348,46,jet,0.717,-1.264,29.61,4.67,5.0,0.0,0.0
349,46,MET,0.0,2.311,600.77,0.0,0.0,0.0,0.0
350,47,photon,-0.601,-0.216,141.95,0.0,0.0,0.0,0.0
351,47,jet,0.098,2.37,2802.11,0.0,0.0,0.0,999.9
352,47,jet,1.439,-0.773,1367.25,111.7,35.0,0.0,0.38
353,47,jet,-1.639,-0.833,1128.29,35.7,10.0,0.0,0.05
354,47,jet,1.389,-0.26,80.57,6.24,32.0,0.0,2.64
355,47,jet,-2.366,-0.919,35.63,7.97,6.0,0.0,1.11
356,47,MET,0.0,-1.189,86.56,0.0,0.0,0.0,0.0
357,48,tau,-0.646,-1.451,608.29,77.88,1.0,0.0,0.05
358,48,jet,0.386,2.167,2652.43,-0.0,0.0,0.0,999.9
359,48,jet,1.292,0.377,1321.73,39.17,19.0,0.0,1.74
360,48,jet,-3.465,0.189,41.45,8.23,0.0,0.0,1.39
361,48,jet,-0.243,-1.065,22.84,5.37,11.0,0.0,0.0
362,48,MET,0.0,-1.505,2044.95,0.0,0.0,0.0,0.0
363,49,jet,-0.799,1.443,1850.05,68.46,16.0,0.0,0.06
364,49,jet,1.211,-0.462,1277.82,72.41,23.0,0.0,0.73
365,49,jet,-0.789,-2.214,1067.85,86.38,34.0,0.0,0.07
366,49,jet,0.136,2.942,973.98,58.85,22.0,0.0,2.05
367,49,jet,1.524,-2.374,62.41,13.12,7.0,0.0,16.64
368,49,jet,-1.952,-3.118,48.07,7.07,3.0,1.0,1.31
369,49,jet,-0.373,-2.532,44.09,8.55,16.0,0.0,999.9
370,49,jet,-0.411,-1.865,43.95,7.63,14.0,1.0,0.0
371,49,MET,0.0,-0.967,619.54,0.0,0.0,0.0,0.0
372,50,tau,-1.401,0.707,28.98,5.57,1.0,0.0,0.59
373,50,jet,0.75,-3.065,1453.88,239.27,70.0,0.0,1.6
374,50,jet,0.022,-1.383,1089.14,127.96,40.0,0.0,0.12
375,50,jet,-1.343,0.116,698.41,65.12,13.0,1.0,0.1
376,50,jet,0.326,2.38,333.53,50.83,13.0,0.0,2.07
377,50,jet,1.34,-2.993,116.31,16.31,16.0,0.0,1.71
378,50,jet,-0.736,1.901,102.26,10.37,13.0,0.0,2.83
379,50,jet,0.301,-2.918,55.38,8.49,40.0,0.0,0.7
380,50,jet,-0.575,0.503,32.4,6.96,9.0,0.0,0.0
381,50,jet,-0.037,-1.97,29.84,5.79,9.0,0.0,2.62
382,50,MET,0.0,0.689,1259.41,0.0,0.0,0.0,0.0
383,51,photon,-0.376,-2.247,60.97,0.0,0.0,0.0,0.0
384,51,jet,0.404,-2.537,3355.95,372.95,22.0,0.0,2.43
385,51,jet,-0.195,0.05,3231.34,133.46,30.0,0.0,0.08
386,51,jet,-0.159,1.963,1791.53,108.11,35.0,0.0,0.04
387,51,jet,-0.309,0.565,187.67,32.73,29.0,0.0,0.21
388,51,jet,0.289,0.187,174.51,33.43,13.0,0.0,5.75
389,51,jet,-1.084,1.678,33.99,3.94,5.0,0.0,10.35
390,51,MET,0.0,-2.423,63.48,0.0,0.0,0.0,0.0
391,52,photon,-0.359,2.485,1826.56,0.0,0.0,0.0,0.0
392,52,photon,-0.063,1.992,1704.29,0.0,0.0,0.0,0.0
393,52,jet,0.453,-0.973,2543.56,388.65,47.0,0.0,0.85
394,52,jet,0.148,-0.425,39.3,7.27,28.0,0.0,0.0
395,52,jet,-1.237,-0.151,30.32,7.32,11.0,0.0,0.0
396,52,jet,-1.041,-1.148,24.91,5.17,5.0,0.0,0.33
397,52,jet,2.568,-1.363,22.67,3.68,2.0,0.0,5.18
398,52,MET,0.0,-0.902,1595.72,0.0,0.0,0.0,0.0
399,53,jet,0.046,-2.075,1864.96,55.41,11.0,0.0,0.07
400,53,jet,-1.244,0.138,1733.13,72.27,14.0,0.0,0.01
401,53,jet,1.229,1.575,1608.63,170.73,39.0,0.0,0.75
402,53,jet,-0.026,-3.094,1004.44,39.68,11.0,0.0,0.19
403,53,jet,-0.974,-0.808,163.66,22.07,18.0,0.0,0.66
404,53,jet,0.028,2.573,46.69,6.68,8.0,0.0,0.0
405,53,jet,0.04,-1.388,37.73,7.37,11.0,0.0,2.81
406,53,jet,-0.591,-0.334,29.7,7.77,10.0,0.0,0.0
407,53,jet,0.749,-2.467,24.66,3.98,3.0,0.0,0.0
408,53,jet,1.61,1.869,24.58,1.92,19.0,0.0,0.0
409,53,MET,0.0,-0.368,98.49,0.0,0.0,0.0,0.0
410,54,jet,-0.343,-2.985,2733.71,89.83,20.0,0.0,0.03
411,54,jet,0.35,-0.742,1402.21,157.71,44.0,0.0,0.03
412,54,jet,-0.623,2.454,734.97,17.72,13.0,0.0,0.19
413,54,jet,-0.874,2.882,592.66,22.57,17.0,0.0,0.07
414,54,jet,0.185,-0.309,250.83,49.22,45.0,0.0,0.24
415,54,MET,0.0,0.314,2711.46,0.0,0.0,0.0,0.0
416,55,electron,-1.619,-2.302,47.76,0.0,1.0,0.0,0.0
417,55,jet,1.198,1.522,2114.3,0.0,1.0,0.0,999.9
418,55,jet,-0.594,-1.468,1644.62,67.75,22.0,0.0,0.69
419,55,jet,-1.686,2.858,91.84,22.94,14.0,1.0,0.66
420,55,jet,-1.171,-1.42,39.37,7.48,11.0,0.0,0.51
421,55,MET,0.0,-1.92,475.12,0.0,0.0,0.0,0.0
422,56,jet,-0.316,0.295,3790.7,244.65,33.0,0.0,0.1
423,56,jet,0.539,-2.571,2485.67,154.28,33.0,0.0,0.34
424,56,jet,0.292,-0.11,59.15,9.51,13.0,0.0,0.0
425,56,jet,-1.199,3.028,46.45,9.11,11.0,0.0,999.9
426,56,jet,-0.423,-0.594,23.64,5.15,8.0,0.0,999.9
427,56,MET,0.0,2.975,1592.55,0.0,0.0,0.0,0.0
428,57,electron,0.654,0.63,3687.83,0.0,-1.0,0.0,0.0
429,57,electron,-0.362,-1.597,1154.68,0.0,1.0,0.0,0.0
430,57,jet,-0.437,-2.782,2108.79,262.57,27.0,0.0,1.78
431,57,jet,-0.775,-2.412,87.17,14.79,26.0,1.0,0.39
432,57,jet,-1.105,1.267,40.05,5.87,6.0,0.0,0.0
433,57,MET,0.0,-2.861,968.06,0.0,0.0,0.0,0.0
434,58,tau,-0.953,-0.342,53.39,8.17,1.0,0.0,999.9
435,58,jet,-0.376,2.627,3399.69,94.14,17.0,0.0,1.26
436,58,jet,-0.599,-0.059,1728.98,197.06,38.0,0.0,0.79
437,58,jet,0.926,-0.378,1449.43,62.8,29.0,0.0,0.56
438,58,jet,0.136,-1.644,552.43,90.29,21.0,0.0,0.04
439,58,jet,0.143,-2.047,177.12,14.98,15.0,1.0,0.14
440,58,jet,1.221,-0.878,177.07,11.47,14.0,1.0,0.0
441,58,jet,1.12,-1.814,74.97,6.16,10.0,0.0,999.9
442,58,jet,0.662,0.098,32.51,5.62,11.0,1.0,0.0
443,58,jet,-1.449,0.498,30.96,4.97,6.0,0.0,7.93
444,58,jet,-0.257,-1.28,25.83,4.43,11.0,0.0,3.4
445,58,MET,0.0,-2.705,241.69,0.0,0.0,0.0,0.0
446,59,jet,-0.046,-2.281,3892.46,16.4,0.0,0.0,3809.61
447,59,jet,0.504,0.674,2503.75,177.28,45.0,0.0,0.21
448,59,jet,0.372,1.128,656.83,51.48,57.0,0.0,1.08
449,59,jet,-1.395,1.216,646.91,32.05,11.0,0.0,0.0
450,59,jet,-0.472,1.962,72.09,16.77,14.0,1.0,0.47
451,59,jet,-2.704,0.035,46.99,8.04,1.0,0.0,999.9
452,59,MET,0.0,1.137,112.33,0.0,0.0,0.0,0.0
453,60,jet,-0.374,-0.298,4198.39,131.62,19.0,0.0,2.99
454,60,jet,-0.149,2.525,2932.88,318.39,88.0,0.0,0.71
455,60,jet,-0.019,-1.919,770.31,69.65,11.0,0.0,0.0
456,60,jet,0.281,2.33,355.44,35.97,68.0,0.0,3.33
457,60,jet,1.465,2.847,156.45,16.5,12.0,0.0,0.41
458,60,jet,-1.38,3.0,155.41,17.91,9.0,0.0,0.64
459,60,MET,0.0,-3.034,780.53,0.0,0.0,0.0,0.0
460,61,photon,1.427,-0.911,70.79,0.0,0.0,0.0,0.0
461,61,tau,0.503,1.296,2970.57,108.76,-1.0,0.0,1.96
462,61,jet,0.341,-2.764,2234.6,180.94,31.0,0.0,1.06
463,61,jet,-0.723,-0.932,1660.68,64.95,22.0,0.0,0.06
464,61,jet,-0.151,-3.037,147.76,8.03,11.0,0.0,0.5
465,61,jet,-1.368,2.14,39.55,7.92,11.0,0.0,7.7
466,61,MET,0.0,-1.014,775.74,0.0,0.0,0.0,0.0
467,62,tau,-0.197,0.224,1853.37,60.5,-1.0,0.0,0.01
468,62,jet,0.046,-2.271,4254.67,160.09,14.0,0.0,1.46
469,62,jet,-0.283,1.268,2593.73,279.06,45.0,0.0,0.05
470,62,jet,0.422,0.743,191.83,30.48,30.0,0.0,0.65
471,62,jet,-2.204,2.785,131.42,17.25,8.0,0.0,0.32
472,62,jet,-0.28,0.845,126.75,18.53,42.0,0.0,0.88
473,62,MET,0.0,0.933,132.51,0.0,0.0,0.0,0.0
474,63,jet,-1.292,-1.88,1570.48,27.25,3.0,0.0,999.9
475,63,jet,0.929,0.701,1470.99,184.07,40.0,0.0,0.57
476,63,jet,1.213,3.019,931.93,62.63,16.0,0.0,0.03
477,63,jet,0.654,1.068,289.58,29.54,48.0,1.0,0.91
478,63,jet,0.198,0.959,129.77,9.76,17.0,0.0,0.0
479,63,jet,2.573,0.797,28.43,4.89,3.0,0.0,8.1
480,63,MET,0.0,0.968,46.29,0.0,0.0,0.0,0.0
481,64,jet,-0.117,-0.873,2016.47,106.8,38.0,0.0,4.4
